tokenized_text,homophobia,obscene,insult,racism,misogyny,xenophobia
"['m茫e', 'dever', 'antenado', 'n茫o', 'saber', 'falar', 'g铆ria']",False,False,False,False,False,False
"['vdd', 'pregui莽a', 'poder', 'est谩', 'bloquear']",False,False,False,False,False,False
"['saudade', 'ano', 'estudar', 'achar', 'fazia', 'muito', 'coisa', 'kkk']",False,False,False,False,False,False
"['sinceramente', 'nao', 'saber', 'poder', 'existir', 'gente', 'mundo', 'pra', 'mandar', 'pro', 'chan', 'considerar', 'stay', 'fazer', 'coment谩rio', 'pro', 'chan', 'n脙o', 'stay', 'simplesmente', '贸dio', 'Caralho', 'ir', 'fude', 'chan', 'incr脥vel', 'menos', 'saco']",False,False,False,False,False,False
"['yony', 'querer', 'pouco', 'milh玫es', 'real', 'luvo', 'pra', 'renovar', 'fluminense', 'kkkkkkkkkkkk', 'viajar', 'cara', 'dever', 'querer', 'ralar']",False,False,False,False,False,False
"['demorer', 'fechar']",False,False,False,False,False,False
"['Gera莽茫o', 'est 谩', 'ser', 'privilegiar', 'rela莽茫o', 'derby', 'todo', 'jogo', 'est谩', 'tomar', 'devida', 'propor莽茫o', 'tornar', 'final', 'tanto', 'torcedor', 'jogador', 'nao', 'viver', 'd茅car', 'saber', 'ctz', 'viver', 'atmosfero', 'magico', 'ir', 'corinthians']",False,False,False,False,False,False
"['lir', 'fixar', 'querer']",False,False,False,False,False,False
"['putz', 'ainda', 'querer', 'ter', 'credibilidade', 'bbb', 'mano', 'bbb']",False,False,False,False,True,False
"['cachorro', 'amg', 'come莽a', 'rodar', 'cantar', 'parab茅ns', 'pra', 'kkkkkkkkkkkkk']",False,False,False,False,False,False
"['compr', 'mochila', 'lindinha', 'fricote', 'pra', 'usar', 'per铆odo', 'vir', 'm茫e', 'dizer', 'n茫o', 'ir', 'conseguir', 'pegar', 'hoje', '馃槶馃槶']",False,False,False,False,False,False
"['parab茅ns', 'amigo', 'tudo', 'bom', 'pra']",False,False,False,False,False,False
"['馃槀馃槀馃槀馃槀馃槀馃槀馃槀馃槀馃槀馃槀馃槀馃槀馃槀馃槀se', 'ferrar', 'ot谩rio']",False,False,True,False,False,False
"['co茅', 'vagabur', 'suavidade', 'correr', 'aqui', 'rapidinho', 'pra', 'dizer', 'voc锚r', 'foda', 'demais', 'considerar', 'pra', 'caralho', 'doer', 'merecer', 'mundo', 'men贸', 'poder', 'ter', 'certeza', 'ir', 'jogar', 'colo', 'preciso', 'ir', 'correr', 'contigo', 'sempre', 'precisar', 'jae', 'adorar']",False,False,False,False,False,False
"['Cara', 'falar', 'ano', 'milh玫es', 'd贸lar']",False,False,False,False,False,False
"['faculdade', 't贸xico', 'pra', 'caraca']",False,False,False,False,False,False
"['n茫o', 'existir', 'namoro', 'crist茫o', 'n茫o', 'pra', 'casar', 'neg贸cio', 'namorar', 'v谩ria', 'pessoa', 'at茅', 'dar', 'certo', 'algu茅m', 'casar', 'n茫o', 'b铆blico', 'n茫o', 'costume', 'algu茅m', 'servir', 'Deus', 'relacionamento', 'crist茫o', 'casamenter', 'unir', 'ser茫o', 'todo', 'vida']",False,False,False,False,False,False
"['est谩', 'aguardar', 'v铆deo', 'segundo', 'feira', 'vir', 'querid茫o', 'kkkkkkkkkkk']",False,False,False,False,False,False
['maisa'],False,False,False,False,False,False
"['parecer', 'recep莽茫o', 'caravano', 'Lula', 'kkkkkkk']",False,False,False,False,False,False
"['tirar', 'foto']",False,False,False,False,False,False
"['vapes', 'cigarro', 'virar', 'gadget', 'imagino', 'dano', 'gera莽茫o', 'atualmente', 'adolescente', 'jovem', 'at茅', 'influencer', 'Fitness', 'fazer', 'propaganda', 'cigarro', 'eletr么nico', 'storie', 'regrar', 'filtro', 'aviso', 'perigo', 'de esse', 'baga莽a', 'ano', 'contar', 'chegar', '馃彞鈿帮笍']",False,False,False,False,False,False
"['mo莽o', 'piercing', 'falar', 'sentir', 'levar', 'press茫o', 'sla', 'tar', 'esperar', 'jogar', 'monte', 'coisa', 'car']",False,False,False,False,False,False
"['torcir', 'boca', 'cap铆tulo', 'merecer', 'destaque', 'demais', 'aula', 'assistir', 'cara', 'vivo']",False,False,False,False,False,False
"['hit', 'bicho', 'escroto', 'composi莽茫o', 'banda', 'planejar', 'lan莽ar', 'primeiro', 'disco', 'receio', 'cr铆tica', 'acabar', 'desistir', 'acabar', 'passar', 'cr铆tica', 'apenas', 'censurar', 'v茫o', 'foder', 'reprodu莽玫es', 'r谩dio']",False,False,False,False,False,False
"['engra莽ar', 'ainda', 'gente', 'tipo', 'usar']",False,False,False,False,False,False
"['india', 'achar']",False,False,False,False,False,False
"['m茫e', 'ficar', 'chateado', 'amiga', 'n茫o', 'ir', 'poder', 'vir', 'tristir', 'agora']",False,False,False,False,False,False
"['chegar', 'conclus茫or', 'n茫o', 'poder', 'ouvir', 'mic', 'drop', 'p煤blico']",False,False,False,False,False,False
"['olhar', 'hora', 'pedi', 'feijoar', 'ifood', 'imenso', 'de esse', 'jeito']",False,False,False,False,False,False
"['mito', 'fazer', 'muito', 'quentinho', 'twitter', 'arrancar', 'cabelo', 'causa', 'partir', 'perder', 'elei莽玫es']",False,False,True,False,False,False
"['apoiar', 'crescimento', 'outro', 'nunca', 'ir谩', 'impedir']",False,False,False,False,False,False
"['deixar', 'passar', 'lingua', 'tamb茅m']",False,True,False,False,False,False
['amig'],False,False,False,False,False,False
"['certo', 'astronauta', 'vendilhao']",False,False,False,False,False,False
"['dia', 'deitar', 'sof谩', 'bom', 'colocar', 'chinela', 'pra', 'cozinha', 'antes', 'brilhante', 'ideiar', 'olhar', 'pra', 'baixoprimeiro', 'Kate', 'sentar', 'olhar', 'fixamente', 'chinela', 'rat茫o', '馃槏ficar', 'dois', 'olhar', 'sil锚ncio', 'at茅', 'miar']",False,False,False,False,False,False
"['parab茅ns', 'negar']",False,False,False,False,False,False
['lir'],False,False,False,False,False,False
['queria馃槩'],False,False,False,False,False,False
"['ainda', 'postar', 'foto', 'kkkkkkkkkkkk', 'poder']",False,False,False,False,False,False
"['sobre', 'contra莽玫es', 'de oi', 'gente', 'em 脙o', 'doi', 'bastante', 'sobrancelha', 'nao', 'poder', 'maternidade', 'tentar', 'ficar', 'adulta', 'n茫o', 'dar', 'aproveitem', 'momento', 'menino', 'graver', 'bom', 'recordar']",False,False,False,False,False,False
"['parecer', 'ate', 'Maria', 'bairro', '馃が馃拸']",False,False,False,False,False,False
"['prazer', 'satisfa莽茫o', 'estampar', 'rosto', 'feliz', 'saber', 'mto', 'bem', 'extrair', 'tooodo', 'leitinho', 'mamadeira', 'cheiaaar', '馃嵓馃挦馃挦', '馃敒馃槇馃敟馃拫馃挅馃憛馃挜馃挄']",False,True,False,False,False,False
"['falta', 'voc锚r', 'usar', 'tags']",False,False,False,False,False,False
"['iti', 'favs', 'est茫o', 'todo', 'mesmo', 'categoria', '馃槏馃槏', 'fudi']",False,False,False,False,False,False
"['cheguei', 'conclus茫o', 'sirvo', 'pra', 'bom', 'amigo', 'kkkk']",False,False,False,False,False,False
"['sexy', 'mano', 'n茫o', 'dever', 'humano', 'n茫o']",False,False,False,False,False,False
"['lir', 'dia', 'pra', 'arrebentar', 'cara', 'de esse', 'desgra莽ada']",False,False,True,False,False,False
"['acreditar', 'cada', 'vez', 'em aquele', 'teoria', 'lula', 'livre', 'gente', 'prender', 'aqui', 'osso', 'demais']",False,False,False,False,False,False
"['olhei', 'pra', 'gritar', 'anjaaa']",False,False,False,False,False,False
"['gente', 'mandar', 'pergunto']",False,False,False,False,False,False
"['primeiro', 'treino', 'fazer']",False,False,False,False,False,False
"['todo', 'mundo', 'tomar', 'chimarr茫o', 'comer', 'churrasco', 'montar', 'cavalo', 'ent茫o', 'tudo', 'junto', 'misturar']",False,False,False,False,False,False
"['kpoper', 'p玫e', 'video', 'coreano', 'dan莽ar', 'coment谩rio', 'nada', 'ver馃お馃おcaralho', 'filho', 'ir', 'dar', 'bunda']",True,True,True,False,False,False
"['obg', 'rura', 'amiguinho']",False,False,False,False,False,False
"['kkk', 'Adorei', 'Miga', 'kkk']",False,False,False,False,False,False
"['nojo', 'de esse', 'cara', 'kkkkkk', 'todo', 'desnecess谩rio']",False,False,False,False,False,False
"['est煤dio', 'ficar', 'lir', 'logo', 'est煤dio', 'impec谩vel']",False,False,False,False,False,False
"['realmente', 'deus', 'fazer', 'homem', 'pensar', 'direito']",False,False,False,False,False,False
"['m茫e', 'saber', 'coisa']",False,False,False,False,False,False
"['ver', 'dois', 'ent茫o', 's茫o', 'casar']",False,False,False,False,False,False
"['patroc铆nio', 'destaque', 'partida', 'garantir', 'tim茫o', 'quartas', 'final']",False,False,False,False,False,False
"['dar', 'certo', 'galera']",False,False,False,False,False,False
"['namorar', 'vir', 'fazer', 'companhia', 'aqui', 'casa']",False,False,False,False,False,False
"['carair', 'mano', 'pqp', 'ser谩', 'Pessoa', 'n茫o', 'm铆nimo', 'no莽茫ooooooooo', 'pe orraaaaaae', 'caralho', 'amigo']",False,False,False,False,False,False
"['decis茫o', 'stf', 'colocar', 'grave', 'risco', 'estabilidade', 'pa铆s']",False,False,False,False,False,False
['legal'],False,False,False,False,False,False
['hauahauahuahaua'],False,False,False,False,False,False
"['grande', 'dupla', 'zago', 'am茅rico']",False,False,False,False,False,False
"['coitadinhaaaaaaaaar', 'de esse']",False,False,False,False,False,False
"['pris茫o', 'Hackers']",False,False,False,False,False,False
"['tudo', 'certo', 'pra', 'festa', 'ano', 'gratid茫o']",False,False,False,False,False,False
"['sigo', 'indico', '馃枻or', 'novo', 'integrante', 'fam铆lia', 'super', 'her贸i', 'deradevil', 'advogado', 'n茫o', 'encontra', 'justi莽a', 'tribunal', 'encontrar', 'demolidor', 'seguir', 'amor', 'sdv', 'unf', '馃洝锔', '馃洝锔']",False,False,False,False,False,False
"['fatiar', 'diogo', 'vitor', 'cima', 'gambazar', 'tapa']",False,False,False,False,False,False
"['cad锚', 'tatuagem', 'kkkk']",False,False,False,False,False,False
"['ir', 'compartilhar', 'tags']",False,False,False,False,False,False
"['old', 'negar', 'coisa', 'falar', 'maioria', 'acontecer']",False,False,False,False,False,False
"['namorar', 'comigo', 'ir', 'ter', 'liberdade', 'sim', 'ir', 'poder', 'trocar', 'ideia', 'querer', 'sim', 'ir', 'sair', 'pra', 'role', 'sozinho', 'amigo', 'sim', 'ir', 'poder', 'zoar', 'amiga', 'sim', 'nao', 'm茫e', 'pra', 'proibir', 'nada', 'liberdade', 'requerer', 'prud锚ncia', 'primeiro', 'vacilo', 'tchau', 'ben莽a']",False,False,False,False,False,False
"['cantar', 'led', 'zeppelin', 'show', 'at茅', 'ir', 'show', 'hahaho']",False,False,False,False,False,False
"['jana', 'ir', 'dar', 'passe', 'mula', 'cabe莽a']",False,False,False,False,False,False
"['saudade', 'cantinho', 'lanchar', 'comer', 'enroladinho', 'vinar', 'conversar', 'sobre', 'vida', 'fazer', 'muito', 'falta']",False,False,False,False,False,False
"['bom', 'come莽o', 'brexit', '馃嚘馃嚭馃嚢馃嚲馃嚦馃嚳']",False,False,False,False,False,False
"['filme', 'lir']",False,False,False,False,False,False
"['clube', 'apoio', 'cada', 'pa铆s', '馃嚨馃嚬', 'benfica馃嚜馃嚫', 'atl茅tico', 'madrid馃嚛馃嚜', 'dortmund馃嚝馃嚪', 'm贸naco', 'sim', '馃彺鬆仹鬆仮鬆仴鬆伄鬆仹鬆伩', 'Liverpool', 'wolves', 'brighton馃嚦馃嚤', 'ajax馃嚠馃嚬', 'Juve', 'roma馃嚙馃嚪', 'meng茫o馃嚘馃嚪', 'bocar', 'Juniors', 'prometo', 'n茫o', 'strar']",False,False,False,False,False,False
"['amo', 'in铆cio', 'con', 'calmo', 'falar', 'xua']",False,False,False,False,False,False
"['mal', 'interpretar', 'tom', 'afrontoso', 'desrespeitososar', 'burro', 'kkkkkkk']",False,False,False,False,False,False
"['rivalidade', 'mulher', 'aqui', 'n茫o']",False,False,False,False,False,False
"['retweetr', 'tweet', 'ganhar', 'novo', 'seguidor', 'siga', 'todos', 'volta']",False,False,False,False,False,False
"['ahahah', 'fazer', 'parte', '馃槬馃槬']",False,False,False,False,False,False
"['m茫e', 'nada', 'soltar', 'deixar', 'gra莽a', 'at茅', 'saber', 'musica']",False,False,False,False,False,False
"['casa', 'limpa', 'lou莽a', 'lavar', 'unha', 'fazer', 'agora', 'curtir', 'solid茫o', 'tranquila']",False,False,False,False,False,False
"['bol茫o', 'de esse', 'levantadora', 'Brasil']",False,False,False,False,False,False
"['n茫o', 'bom', 'amigo', 'espec铆fico', 'porque', 'considerar', 'grupo', 'amigo', 'best', 'friends', 'forever', 'the', 'house', 'the', 'nights']",False,False,False,False,False,False
"['virar', 'temia', 'doer', 'limpa', 'casa', 'ficar', 'gritar', 'n茫o', 'pra', 'fazer', 'bagun莽a']",False,False,False,False,False,False
"['grande', 'erro', 'pessoa', 'acostumar', 'comer', 'algo', 'doce', 'almo莽o']",False,False,False,False,False,False
"['percebi', 'poder', 'ter', 'postar', 'personagem', 'junto', 'aiusdhaisudhaisduh']",False,False,False,False,False,False
"['frio', 'ficar', 'esperto']",False,False,False,False,False,False
"['todo', 'sodexo', 'kkkkk', 'toda', 'semana', 'algu茅m', 'diferente', 'devolver']",False,False,False,False,False,False
"['kkkkkdesculpa', 'n茫o', 'conseguir', 'compartilhar', 'instagr', 'ent茫o', 'falar', 'principal']",False,False,False,False,False,False
"['demagogiar', 'car谩ter']",False,False,False,False,False,False
"['at茅', 'parece', 'voc锚r', 'linda', 'sempre']",False,False,False,False,False,False
"['irm茫', 'n茫o', 'chegar', 'logoooo', 'querer', 'dormir']",False,False,False,False,False,False
"['sinto', 'mal', 'tiquinho', 'achar', 'merecer', 'comida', 'gostoso', 'pra', 'confortar', 'vergonha', 'car', 'n茫o', 'aqui', '馃う馃従鈥嶁檧锔']",False,False,False,False,False,False
"['confirar', 'dia', 'hor谩rio', 'confronto', 'quarto', 'final', 'sul', 'americano', 'Copa', 'sul', 'americano', 'globoesporte']",False,False,False,False,False,False
"['deus', 'seguro', 'm茫o', 'deixar', 'comprar', 't锚nis']",False,False,False,False,False,False
"['aprender', 'aqui', 'casa']",False,False,False,False,False,False
"['gaucho', 'pelotudo']",False,False,True,False,False,False
"['tudo', 'parecer', '茅馃槈']",False,False,False,False,False,False
"['galerar', 'bras铆lia', 'contamos', 'vcs', 'hoje', 'frente', 'stf', 'pessoal', 'avisarmos', 'grande', 'n煤mero', 'brasiliense', 'poss铆vel']",False,False,False,False,False,False
"['feliz', 'anivers谩rio']",False,False,False,False,False,False
"['馃敟馃弳', 'restar', 'busca', 'eis', 'caminho', 'levar', 'novembro', '馃嚙馃嚪', 'brasileiro', 'estar谩', 'final']",False,False,False,False,False,False
"['muitas', 'vez', 'n茫o', 'mar', 'sinto', 'ir', 'incomodar']",False,False,False,False,False,False
"['fico', 't茫o', 'feliz', 'fazer', 'parte', 'vida', 'vice', 'versa']",False,False,False,False,False,False
"['uhuuuu', 'kkkk', 'esperar', 'vcs', 'outro', 'lado', 'kkkkk']",False,False,False,False,False,False
"['n茫o', 'agrar', 'nenhum', 'icon']",False,False,False,False,False,False
"['suspeito', 'matar', 'filho', 'presta', 'depoimento']",False,False,False,False,False,False
"['escrevo', 'coisa', 'r谩per', 'aperto', 'pra', 'postar', 'percebo', 'errei', 'tal', 'palavra', 'arfsr', 'deixo', 'pregui莽a']",False,False,False,False,False,False
"['karol', 'certezar', 'raz茫o', 'felicidade']",False,False,False,False,False,False
"['coisa', 'amar', 'paulinha', 'fab']",False,False,False,False,False,False
"['gnt', 'mttt', 'Real', 'kkkkkkkkkkk']",False,False,False,False,False,False
"['deixar', 'declarar', 'Anderson', 'reencarna莽茫o', 'freiro', 'oprimer']",False,False,False,False,False,False
"['parecer', 'gente', 'incomodar', 's茫o', 'Paulo', 'contratar', 'Daniel', 'Alves']",False,False,False,False,False,False
"['cada', 'vagabunda', 'tirar', 'paz', 'hoje', 'olho', 'vejo', 'quanto', 'perdi', 'tempo', 'coloquei', 'lugar', 'deixeir', 'gritarem', 'ditar', 'lobo', 'sil锚ncio', 'imp玫e', 'respeito', 'cachorro', 'latir']",False,False,True,False,True,False
"['kaillane', 'fdp', 'brt', 'casa', 'pra', 'n贸s', 'jogar', 'v铆deo', 'game', '馃檮馃檮']",False,False,True,False,False,False
"['Kard', 'grupo', 'extremamente', 'lend谩rio']",False,False,False,False,False,False
"['vontade', 'imenso', 'dar', 'donut', 'queimar', 'deixar', 'pra']",True,True,True,True,False,False
"['diagn贸stico', 'voc锚r', 'morrer', 'invejo', 'felicidade', 'casal', 's茫o', 'pessoa', 'bem', 'resolvido', 'respeitar', 'cuidado', 'inveja', 'matar']",False,False,False,False,False,False
"['ir', 'myeongdong', 'dicar', 'bom', 'lugar', 'pra', 'trocar', 'dinheiro', 'aqui', 'seoul', 'lugar', 'sonho', 'pra', 'ama', 'Make', 'produto', 'skin', 'care', 'cabelo', 'etc']",False,False,False,False,False,False
"['vlw', 'Mano', 'tmj', '鉂ゐ煉']",False,False,False,False,False,False
"['t茫o', 'bonitinho', 'pra', 'passar', 'vergonha', 't茫o', 'feio']",False,False,False,False,False,False
"['claro', 'voc锚r', 'hahahhahaha']",False,False,False,False,False,False
"['olhar', 'espelho', 'dar', 'at茅', 'vontade', 'chorar', 'miseric贸rdia']",False,False,False,False,False,False
"['deus', 'quiser', 'ir', 'embora', 'de esse', 'lugar', 'segundo', 'feira']",False,False,False,False,False,False
"['mesmo', 'vibe', 'todo', 'homem', 's茫o', 'merda', 'afetar']",False,False,False,False,False,False
"['tpm', 'atacar', 'for莽a', 'pra', 'completar', 'ainda', 'febre']",False,False,False,False,False,False
"['saber', 'onde', 'vir', 'tristeza']",False,False,False,False,False,False
"['v茅i', 'esquecer', 'mochila', 'viajar', 'igual', 'festa', 'esquecer', 'ingresso', 'mkkkkkkkk']",False,False,False,False,False,False
"['impress茫o', 'passo', 'voc锚s', 'gamer', 'nerd', 't铆mir', 'risadinha', 'cor', 'past茅is', 'cigarro', '谩lcool', 'roupa', 'escuro', 'personalidade', 'forte', 'planta', 'livro', 'ch谩', 'aspirante', 'artistar', 'positividade', 'social', 'popular', 'muito', 'amigo', 'flerto']",False,False,False,False,False,False
"['ate', 'ficar', 'empoeirar']",False,False,False,False,False,False
['claro'],False,False,False,False,False,False
"['todo', 'bobo', 'promover', 'coluna', 'fofoco', 'continuar', 'assim', 'logo', 'logo', 'ir', 'apresentar']",False,False,False,False,False,False
"['n茫o', 'tratar', 'envergonhar', 'stf', 'envergonhar', 'outro', 'coisa', 'pa铆s', 'precisar', 'expurgar', 'stf', 'bandidagem', 'instalar', 'paute', 'impeachments', 'ministro', 'stf']",False,False,False,False,False,False
"['obrigado', 'respeito', 'voc锚r', 'Conosco', 'receber', 'solidariedade', 'carinho', 'saudade', 'vez', 'd贸i']",False,False,False,False,False,False
"['tbm', 'uso', 'jogo', 'ficar', 'super', 'gra莽a']",False,False,False,False,False,False
"['pessoal', 'quotar', 'falar', 'video', 'pesar', 'pra', 'apagar', 'falar', 'triste', 'passar', 'um', 'dia', 'comer', 'sushi', 'fazer', 'mesmo', 'coisa', 'tartarugar']",False,False,False,False,False,False
"['trnho', 'ano', 'sempre', 'algum', 'escroto', 'agredir', 'mulher', 'independente', 'Lula', 'bolsonaro', 'dilmar', 'fhc', 'governo', 'par', 'jogar', 'conta', 'pro', 'presidente', 'atual', 'hipocrita']",False,False,False,False,False,False
"['pr贸ximo', 'vez', 'dormir', 'rua', 'casa']",False,False,False,False,False,False
"['opa', 'ir', 'morar', 'dois', 'credo', 'del铆ciir']",False,False,False,False,False,False
"['ir', 'acabar', 'clonar', 'telefone', 'gilmar', 'mende']",False,False,False,False,False,False
"['homem', 'deus', 'sonhar', 'mendigo', 'pensar', 'tema', 'homem', 'friedrich', 'holderlin']",False,False,False,False,False,False
"['descer', 'escada', 'subir', 'escada', 'todo', 'hora', 'n茫o', 'est谩', 'dar', 'certo', 'doer']",False,False,False,False,False,False
['depender'],False,False,False,False,False,False
"['existir', 'democracia', 'aqui', 'manifesta莽茫o', 'sobre', 'caso', 'sinceramente', 'deputado', 'esperar', 'talvez', 'tipo', 'abordagem', 'n茫o', 'traga', 'likes', 'pouco', 'import芒ncia', 'assunto', 'nacional', 'pare', 'camuflar', 'honre', 'hor谩rio', 'suntuoso']",False,False,False,False,False,False
"['mano', 'hora', 'logo', 'amor', 'dio']",False,False,False,False,False,False
"['bom', 'tarde', 'todo', 'galerar', 'pouco', 'algum', 'alguer', 'saber', 'informar', 'poder', 'mudar', 'nome', 'aqui', 'twitter', 'ir', 'ter', 'entrar', 'contato', 'central', 'nao', 'lembro', 'porque', 'coloquei', 'comer', 'xereca', 'nome', 'haha', 'alguer', 'ajudar']",False,True,False,False,False,False
"['certeza', 'vivo']",False,False,False,False,False,False
"['governo', 'falar', 'portugu锚s']",False,False,False,False,False,False
"['r铆ger', 'amiga', 'assim', 'maneiro', 'pegar', 'kkkkkkkkkkkk']",False,True,False,False,False,False
"['recebir', 'email', 'rapaz', 'assunto', '鈥淩az玫es', 'qual', 'devio', 'ter', 'date', 'Comigo鈥', 'abri', 'apresenta莽茫o', 'powerpoint', 'cheio', 'foto', 'wordart', 'bom', 'dia', 'vido', 'at茅', 'hoje']",False,False,False,False,False,False
"['tar', 'rodovi谩ria', 'homem', 'pedir', 'trocadinho', 'pra', 'comprar', 'comida', 'cora莽茫o', 'partiufui', 'comprar', 'pastel', 'pra', 'eleele', 'ficar', 'tao', 'feliz', 'valer', 'cada', 'centavo']",False,False,False,False,False,False
"['nordestino', 'n茫o', 'ot谩rio', 'votar', 'comunista', 'fam铆lia', 'inteira', 'nordeste', 'pensar', 'assim', 'agora', 'todo', 'lugar', 'existir', 'cultura', 'mal', 'informar', 'corrupto']",False,False,False,False,False,False
"['falar', 'voc锚', 'kkkkkk']",False,False,False,False,False,False
"['mano', 'sinceramente', 'ligar', 'pra', 'Nadaaa', 'aonde', 'estresse', 'correr', 'vibir', 'positivo']",False,False,False,False,False,False
"['mano', 'estranho', 'ter', 'mulher', 'limpa', 'casa', 'pra', 'gente', 'vergonha', 'kkkkkkkk', 'Acordei', 'tar', 'aqui', 'trancar', 'quarto', 'ainda', 'querer', 'levantar', 'pra', 'lavar', 'lou莽a', 'pra', 'menos', 'fazer', 'algo']",False,False,False,False,False,False
"['ana', 'donar', 'Maria', 'fraga', 'alzheimer', 'amar', 'volei', 'ser脕', 'nao', 'poder', 'fazer', 'v铆deo', 'segunr', 'mandar', 'beij茫o', 'pra']",False,False,False,False,False,False
"['pra', 'equipe', 'rocketr', 'pegar', 'pok茅mon', 'certo', 'n茫o', 'derrota', 'certo', 'baseia', 'frases', 'montar', 'time', 'hora', 'torce', 'pra', 'n茫o', 'vir', 'snorlax', 'seguir', 'praticamente', 'imposs铆vel', 'ofghiosghiogshd']",False,False,False,False,False,False
"['outro', 'lugar', 'coincid锚nciar', 'pa铆s', 'cear谩', 'parecer', 'coisa']",False,False,False,False,False,True
"['defeito', 'nenhum', 'imaginar', 'quanto', 'dever', 'ter', 'dar', 'trabalho', 'pra', 'preparar', 'pra', 'papel', 'quanto', 'doa', 'cena']",False,False,False,False,False,False
"['ainda', 'gente', 'falar', 'Daniel', 'Alves', 'bom', 'contrata莽茫o', 'futebol', 'brasileiro', '煤ltimos', 'ano']",False,False,False,False,False,False
"['perguntar', 'n茫o', 'cansar', 'curr铆culo', 'surfar', 'crista', 'onda', 'fazer', 'hist贸ria', 'buscar', 'pa铆s', 'democr谩tico', 'verdade', 's茅rio', 'pra', 'morar', 'povo', 'torra', 'saco', 'afffff']",False,False,False,False,False,False
"['deixar', 'acontecer', 'naturalmente', 'sozinho', 'at茅', 'hoje']",False,False,False,False,False,False
"['vida', 'todo', 'ajudar', 'pessoa', 'incentiveir', 'pessoa', 'fiz', 'pessoa', 'sa铆r', 'posi莽茫o', 'v铆tima', 'protagonisto', 'vida', 'm茫os', 'dar', 'precisar', 'talvez', 'sentido', 'vida']",False,False,False,False,False,False
"['apegar', 'f谩cil', 'nam', 'deus', 'livre', 'odeio', 'gente', 'grudentarealidade']",False,False,False,False,False,False
"['m么nico', 'voc锚r', 'pegar', 'pesar', 'vir', 'miniom', 'falar', 'lula', 'hehehehe']",False,False,False,False,False,False
"['algum', 'professor', 'noiar', 'chegar', 'falar', 'ent茫o', 'gente', 'querer', 'trabalho', 'n茫o', 'respor', 'eu']",False,False,False,False,False,False
"['prender', 'suposto', 'hackers', 'ter', 'acesso', 'msgs', 'intercept', 'per铆cia', 'celular', 'envolver', 'eitar', 'pol铆cia', 'bom', 'bexiga']",False,False,False,False,False,False
"['toda', 'vez', 'entro', 'cris', 'est谩', 'dar', 'palavra', 'amig', 'pra', 'galera']",False,False,False,False,False,False
"['divers茫o', 'escrever', 'pra', 'dizer', 'acabar', 'chegar', 'passar', 'aqui', 'n茫o', 'querer', 'chamar']",False,False,False,False,False,False
"['jeito', 'surtei']",False,False,False,False,False,False
"['hoje', 'harryr', 'potter', 'completar', 'ano', 'estrela', 'quadribol', 'primeiro', 'ano', 'harry', 'integrar', 'bom', 'time', 'hogwart', 'segundo', 'capit茫o', 'goleiro', 'oliver', 'Wood', 'esporte', 'bruxo', 'grande', 'atleta', 'Escola']",False,False,False,False,False,False
"['n贸s', 'ser', 'humanos', 'poder', 'fazer', 'guilhotinar', 'donos', 'companhia', 's茫o', 'respons谩vel', 'emiss玫es', 'global', 'poluente', 'guilhotinar', 'ruralista', 'agroneg贸cio', 'usar', '谩gua', 'tratar', 'pa铆s', 'parar', 'cair', 'discurso', 'ecodemag贸gico']",False,False,False,False,False,False
"['ou莽o', 'm煤sicar', 'todo', 'dia', 'frente', 'espelho', 'lembro', 'vez', 'mulher', 'foda', 'lind', 'porra', 'obrigado', 'nego', 'porra']",False,False,False,False,False,False
"['momento', 'dif铆cel', 'vida', 'pai', 'dizer', 'algo', 'aplico', 'pra', 'quase', 'tudo', 'vida', '鈥淜arino', 'deus', 'criar', 'todo', 'coisa', 'n茫o', 'fazer', 'desaparecer', 'desespero', 'poder', 'fazer', 'confia', 'todo', 'poderoso', 'hora', 'certo', 'ir', 'agir']",False,False,False,False,False,False
"['terezinha', 'carol', 'n茫o', 'processo', 'terezir', 'cadeira', 'dois', 'ano', 'terezir', 'fian莽a']",False,False,False,False,False,False
"['n茫o', 'palavra']",False,False,False,False,False,False
"['braveza', 'gente']",False,False,False,False,False,False
"['hummr', 'ultimamente', 'dif铆cil']",False,False,False,False,False,False
"['bem', 'dizer', 'caio', 'coppollar', 'finge', 'busca', 'justi莽a']",False,False,False,False,False,False
"['batemos', 'hoje']",False,False,False,False,False,False
"['adolescente', 'saber', 'achar', 'voc锚', 'certo', 'tempo', 'todo', 'n茫o', 'concorda', 'est煤per', 'vida', 'n茫o', 'preto', 'branco', 'voc锚', 'est谩', 'ponta', 'discordo', 'outraeu', 'vejo', 'jovem', 'comportar', 'assim']",False,False,False,False,False,False
"['hahahahahahahahahah', 'completamente', 'bitolar', 'bolha', 'f茅tido', 'paulista', 'vcs', 'nunca', 'v茫o', 'manipular', 'hist贸rio']",False,False,False,False,False,True
"['querer', 'dar', 'aula', 'direito', 'ministro', 'stf', 'piar', 'dia', 'prop贸sito', 'cad锚', 'queir贸z', '馃ぃ馃ぃ馃ぃ']",False,False,False,False,False,False
"['saber', 'classifica莽茫o', 'flamengo', 'ser', 'falar', 'quanto', 'muito', 'dizer', 'flamengo', 'eliminar', 'torcida', 'botar', 'eu', 'Maracan茫', 'cantar', 'at茅', '煤ltimo', 'minuto', 'ganhamos', 'jogamo', 'junto']",False,False,False,False,False,False
"['homem', 'coisa', 't贸xico', 'mundo']",False,False,False,False,False,False
