tokenized_text,health,ideology,insult,lgbtqphobia,other_lifestyle,physical_aspects,profanity_obscene,racism,sexism,xenophobia
"['povo', 'ignorante', 'senso', 'rediculo', 'hetero', 'maioria', 'nao', 'deixar', 'valor', 'familiar', 'ser', 'frustrar', 'nao', 'homosexualismo', 'nunca', 'usar', 'biticario', 'ir', 'convencer', 'muito', 'gente', 'nao', 'usar', 'decepcionei']",False,True,True,True,False,False,False,False,False,False
"['aqui', 'achar', 'Lula', 'Esperança', 'banqueiro', 'milionário', 'neoliberal', 'parasita', 'ávido', 'boquinha', 'golpista', 'corrupto', 'centr']",False,True,True,False,False,False,False,False,False,False
"['saber', 'conversar', 'ninguém', 'coisa', 'feio', 'fia']",False,False,True,False,False,False,False,False,False,False
"['ladrão', 'cadeia']",False,True,True,False,False,False,False,False,False,False
"['lixo', 'fazendar', 'nao', 'assistar']",False,False,True,False,False,False,False,False,False,False
"['monark', 'tudo', 'bem', 'fazer', 'viver', 'universo', 'ssivel', 'viver']",False,False,True,False,False,False,False,False,False,False
"['partir', 'donald', 'zuer', 'porra']",False,False,True,False,False,False,True,False,False,False
"['querer', 'saber', 'fonte', 'de esse', 'galera', 'falar', 'Merda', 'zee', 'conta', 'saint', 'dizer', 'zee', 'abandonar', 'saint', 'burro', 'fazer', 'gente', 'vcs', 'saber', 'bastidor', 'nada', 'supor', 'espalham', 'mentiro', 'doentio', 'ir', 'tratar', 'super']",False,False,True,False,False,False,False,False,False,False
"['idiota', 'mil', 'vez', 'idiota', 'ficar', 'seguir', 'coração', 'puro', 'burrice', 'msm']",False,False,True,False,False,False,False,False,False,False
"['papo', 'reto', 'falar', 'querer', 'culpa', 'bebido', 'foda', 'pra', 'eu', 'cagar', 'sentar', 'cima', 'dizer', 'alguém', 'levar', 'culpa', 'pai']",False,False,True,False,False,False,True,False,False,False
"['gente', 'falar', 'perder', 'cliente', 'apostar', 'nunca', 'comprar', 'nada', 'loja', 'povinho', 'chato', 'porra', 'adorar', 'fiscalizar', 'outro']",False,False,True,False,False,False,True,False,False,False
"['conhecer', 'shower', 'antigo', 'pra', 'cacete', 'Kkkkkkkkkkk']",False,False,True,False,False,False,True,False,False,False
"['vergonha', 'de esse', 'país']",False,True,True,False,False,False,False,False,False,True
"['cade', 'pina', 'desgraca', 'Merda', 'aparecer']",False,False,True,False,False,False,True,False,False,False
"['santo', 'santo', 'desculpa', 'tar', 'bêbado', 'tipo', 'pus', 'fogo', 'em esse', 'cachorro', 'dar', 'soco', 'bebê', 'desculpa', 'tar', 'bêbado', 'favor', 'liberdade', 'expressão', 'achar', 'todo', 'mundo', 'poder', 'ter', 'opinião', 'querer', 'agora', 'apoiar', 'grupo', 'matar', 'muito', 'judeu', 'gay', 'negro', 'outro', 'minoria', 'favor', 'contra', 'aborto', 'tipo', 'favor', 'pessoa', 'morra', 'liberdade', 'expressão', 'terminar', 'chegar', 'violência', 'apoio', 'liberdade', 'expressão', 'agora', 'querer', 'kkkr', 'voz', 'qualquer', 'grupo', 'apoiar', 'violência']",False,True,True,False,False,False,False,False,False,False
"['louco', 'falar', 'ir', 'calcinhar', 'detalhe', 'cobrir', 'sair', 'pouco', 'calcinha', 'affsss', 'pra', 'causar']",False,False,True,False,False,False,False,False,False,False
"['esposo', 'transar', 'cara', 'de esse']",False,False,True,False,False,False,True,False,True,False
"['defender', 'pensar', 'longe', 'de isso', 'dizer', 'todo', 'dizer', 'mundo', 'inteiro', 'humano', 'todo', 'exceção', 'errar', 'ninguém', 'perfeito', 'todo', 'falar', 'merda', 'hipócrito', 'porque', 'falar', 'monte', 'merdar', 'todo', 'julgando', 'nunca', 'ninguém', 'falar', 'merdar', 'antes', 'vida', 'enter', 'pensar', 'sobre', 'liberdade', 'expressão', 'entender', 'possível', 'mentira', 'existir', 'justamente', 'bom', 'mau', 'todo', 'liberdade', 'limite', 'pra', 'fazer', 'quer', 'ocorrer', 'sim', 'outro', 'monark', 'aliás', 'país', 'genocidio', 'recente', 'dir', 'acontecer', 'nada', 'repúdio', 'parte', 'eleitor', 'pra', 'eu', 'mau', 'hipocrisia', 'grande', 'falar', 'merdar', 'fazer', 'merda']",False,True,True,False,False,False,True,False,False,False
"['sinceramente', 'achar', 'canal', 'dever', 'acabar', 'de esse', 'cagada', 'monark', 'pois', 'de isso', 'sempre', 'falar', 'nome', 'de este', 'canal', 'primeiro', 'coisa', 'vir', 'cabeça', 'pessoa', 'patuscar', 'todo', 'respeito', 'igor']",False,False,True,False,False,False,False,False,False,False
"['médico', 'ligar', 'falar', 'situação', 'avô', 'piorar', 'consideravelmente', 'questão', 'tempo', 'caralho', 'situação', 'desgraçar', 'ver', 'mãe', 'jeito', 'causar', 'acontecer', 'avô', 'ruim', 'demais', 'chegar', 'fico', 'reação']",False,False,False,False,False,False,False,False,False,False
"['passar', 'vergonha', 'deixar', 'midio']",False,False,True,False,False,False,False,False,False,False
"['foda', 'foderemos', 'arrombaremo']",False,False,True,False,False,False,True,False,False,False
"['querer', 'tomar', 'pau', 'kkkkkkk', 'viadao']",False,False,True,True,False,False,True,False,False,False
"['canalhar', 'querer', 'enganar', 'povo', 'brasileiro', 'vender', 'agenda', 'globalista', 'nojenta', 'podre', 'tomar', 'vergonha', 'em esse', 'cara', 'vergonha', 'hashtag']",False,True,True,False,False,False,False,False,False,False
"['relveria', 'alguém', 'chegar', 'monark', 'mandasse', 'real', 'falar', 'Merda', 'pensamento', 'sao', 'sim', 'racista', 'merda', 'ficar', 'dar', 'palco', 'pra', 'maluco']",False,False,True,False,False,False,True,False,False,False
"['demorei', 'ano', 'pra', 'aceitar', 'corpo', 'aparência', 'pra', 'falar', 'pro', 'outro', 'gostar', 'Mim', 'achar', 'foder']",False,False,False,False,False,True,True,False,False,False
"['agora', 'trás', 'congressista', 'americano', 'debater', 'cara', 'defender', 'liberdade', 'expressão', 'dizer', 'povo', 'americano', 'tão', 'retardar', 'vale', 'tentar', 'entender', 'porque', 'grande', 'potencia', 'mundo', 'discordar']",False,True,True,False,False,False,False,False,False,True
['mau'],False,False,True,False,False,False,False,False,False,False
['safar'],False,False,True,False,False,False,False,False,False,False
"['kenneth', 'surpreender', 'tão', 'perfeito', 'pqp', 'ir', 'fuder', 'sortuda', 'porra']",False,False,True,False,False,False,True,False,False,False
"['deixar', 'puto', 'Merda', 'falar', 'passar', 'pano', 'kim', 'defender', 'nazismo', 'imunidade', 'parlamentar', 'gente', 'parlamento', 'fazer', 'menos', 'assim', 'prender', 'ter', 'imunidade', 'desrespeitadas']",False,True,True,True,False,False,False,False,True,False
"['forgar', 'pra', 'caralho']",False,False,True,False,False,False,False,False,False,False
"['vídeo', 'novo', 'zelândia', 'virar', 'país', 'anglófono', 'algo', 'nível', 'vídeo', 'pornografia', 'infantil', 'ameaçar', 'dez', 'ano', 'cadeiar', 'compartilhar', 'vídeo', 'prender', 'homem']",False,False,False,False,False,False,False,False,False,False
"['Gostosooo', 'puta', 'parir', 'url']",False,False,True,False,False,False,True,False,True,False
"['gostar', 'falar', 'mal', 'gente', 'gostar', 'engraçar', 'maan']",False,False,True,False,False,False,False,False,False,False
"['luciano', 'viver', 'vender', 'porcario', 'xing', 'Ling', 'preço', 'ouro', 'shopee', 'pedra', 'sapato', 'de esse', 'pobre', 'empresário']",False,False,True,False,False,False,False,False,False,True
"['ale', 'bloquear', 'vaca', 'cacete']",False,False,True,False,False,False,True,False,True,False
"['esquecer', 'citar', 'educação', 'falha', 'privado', 'tanto', 'eleger', 'ignorante', 'corrupto', 'educação', 'pragmático', 'vir', 'bom', 'vontade', 'indivíduo', 'pesquisar', 'aprender', 'independente', 'público', 'privado']",False,True,True,False,False,False,False,False,False,False
"['facar', 'Fake', 'mundial', 'palmeira']",True,True,True,False,False,False,False,False,False,False
"['pra', 'chamar', 'sonhor', 'ir', 'condenar', 'injustamente', 'tratamento', 'senhor', 'sair', 'boca', 'iproquisio']",False,False,True,False,False,False,False,False,False,False
"['cor', 'pecar', 'cretino']",False,False,True,False,False,False,False,True,True,False
"['falar', 'tudo', 'exelente', 'demorar', 'hrs', 'pra', 'fazer', 'inutil', 'falo', 'ali', 'baixo', 'saber', 'deus', 'mulher', 'homem', 'hoje', 'dia', 'certezar', 'vlw', 'super', 'apenar', 'pra', 'abrir', 'olho', 'de esse', 'bar', 'putinho', 'virgem', 'louco', 'pra', 'dar', 'bunda', 'esperar', 'fdp', 'principe', 'vir', 'calça', 'vermelho', 'oculo', 'lente', 'pra', 'escutar', 'muito', 'nor', 'whatever', 'querer', 'agradecer', 'fazer', 'muito', 'muito', 'video', 'suce', 'pra', 'falar', 'abertamente', 'ideia', 'mundo', 'precisar']",False,False,True,False,False,False,True,False,True,False
"['incompetente', 'hipócrita', 'povo', 'gaúchar', 'ir', 'dar', 'troco', 'pra', 'político', 'sujo']",False,True,True,False,False,False,False,False,False,False
"['engane', 'láber', 'de esse', 'senhor', 'car', 'extremante', 'sedutor', 'barato', 'narcisista']",False,False,True,False,False,False,False,False,False,False
"['questão', 'tempo', 'pra', 'afundar', 'flow', 'tempo', 'vir', 'dar', 'indício', 'de isso', 'coisa', 'ligo', 'pra', 'nada', 'falar', 'foda', 'cedo', 'tarde', 'ir', 'culminar', 'em isso', 'vários', 'convidado', 'sempre', 'falar', 'sobre', 'responsabilidade', 'comunicador', 'teimar', 'porquê', 'querer', 'falta', 'aviso', 'episódio', 'flow', 'tentativa', 'amenizar', 'Merda', 'fazer', 'adiantar', 'fazer', 'episódio', 'final', 'mudar', 'gente', 'saber', 'ir', 'continuar', 'projeto', 'longe', 'câmera']",False,True,True,False,False,False,True,False,False,False
"['todo', 'una', 'familiar', 'ratero', 'corrupto']",False,True,True,False,False,False,False,False,False,False
"['Concordo', 'família', 'ensinarei', 'assim', 'homem', 'mulher', 'caminho', 'cristão', 'de isso', 'fornicação', 'olho', 'Deus']",False,False,True,True,False,False,False,False,False,False
"['globo', 'lixo', 'ficar', 'bravo', 'porque', 'mostrar', 'livro', 'homofóbico', 'liberar', 'pai', 'escola', 'criança', 'infantil', 'agora', 'ficar', 'atacar', 'ingenuidade', 'achar', 'população', 'nao', 'saber', 'todo', 'sujeira']",False,True,True,False,False,False,False,False,False,False
"['vida', 'gado', 'foda', 'bolsonaro', 'trair', 'povo', 'voce', 'defender', 'agora', 'vender', 'lotear', 'todo', 'munisterio']",False,True,True,False,False,False,False,False,False,False
"['falar', 'puro', 'verdade', 'talvez', 'entender', 'verdadeiro', 'mensagem', 'querer', 'passar', 'ir', 'começar', 'adimiro', 'dever', 'único', 'coragem', 'criticar', 'filme', 'sucesso', 'best', 'seller', 'banr', 'ascenção', 'muito', 'outro', 'coisa', 'ridículo', 'pessoa', 'idolatr', 'ser', 'imbecis', 'cara']",False,False,True,False,False,False,False,False,False,False
"['dar', 'kkkkkk', 'frio', 'caralho']",False,False,True,False,False,False,True,False,False,False
"['saco', 'cheio', 'de isso', 'mostro', 'tatuagem', 'bem', 'feliz', 'vida', 'soltar', 'agr', 'chega', 'chegar', 'cacete', 'ir', 'sobrinha', 'desejar', 'porra', 'garoto', 'querer', 'fazer', 'vestir', 'roso', 'cabeça', 'pé', 'retruca', 'caramba']",False,False,True,False,False,False,False,False,False,False
"['absurdo', 'parecer', 'comunismo', 'querer', 'fazer', 'criança', 'ser', 'exposte', 'coisa', 'adulto', 'deixar', 'paz', 'absurdo', 'embora', 'Brasil']",False,True,True,False,False,False,False,False,False,False
"['dai', 'atraso', 'pra', 'humanidade', 'trazer', 'merr', 'mundo', 'causar', 'morte', 'milhão', 'inocente', 'pessoa', 'hoje', 'dia', 'ainda', 'achar', 'dever', 'usar', 'base', 'vida', 'todos', 'livro', 'onde', 'dizer', 'homem', 'estuprar', 'mulher', 'casar', 'tudo', 'bem', 'livro', 'onde', 'mandar', 'urso', 'matar', 'criança', 'apenas', 'porquê', 'zoar', 'careca', 'livro', 'onde', 'dizer', 'mulher', 'dever', 'submissa', 'homem', 'falar', 'permissão', 'igreja', 'kkkkkkkkkllllllkkk', 'livro', 'ultrapassar', 'falar']",False,True,True,False,False,False,False,False,False,False
"['covarde', 'monark', 'jogar', 'tubarão', 'cancelar', 'monark', 'mesmo', 'chamar', 'estado', 'Israel', 'genocer']",False,False,True,False,False,False,False,False,False,False
"['ir', 'confessar', 'ver', 'bbb', 'putinho', 'causa', 'doardo', 'fazer', 'noite', 'pouco', 'feliz']",False,False,True,True,False,False,True,False,False,False
"['cuzao', 'camera']",False,False,False,False,False,False,True,False,False,False
"['fiquei', 'pau', 'duro', 'furar', 'colchao', 'aqui']",False,False,False,False,False,False,True,False,False,False
['gay'],False,False,True,True,False,False,False,False,False,False
"['perto', 'ficar', 'calar']",False,False,False,False,False,False,False,False,False,False
"['esperar', 'empresa', 'vender', 'lixo', 'pessoa', 'comer']",False,False,True,False,False,False,False,False,False,False
"['caralho', 'mano', 'ler', 'porra', 'ir', 'jogar', 'ácido', 'olho', 'próximo', 'vez', 'inventar', 'fazer', 'palhaçar']",False,False,True,False,False,False,True,False,False,False
"['kkkkkkkkkk', 'vagabund']",False,False,True,False,False,False,True,False,True,False
"['perceber', 'merda', 'falar', 'liberdade', 'expressão', 'tirar', 'liberdade', 'outro', 'pessoa', 'porque', 'querer', 'pensar', 'antes', 'escrever']",False,True,True,False,False,False,False,False,False,False
"['pdl', 'putaria', 'chegar', 'hoje', 'url']",False,False,True,False,False,False,True,False,False,False
"['receber', 'mensagem', 'agora', 'amo', 'foder']",False,False,True,False,False,False,True,False,False,False
"['nada', 'tudo']",False,False,True,False,False,False,False,False,False,False
"['calcular', 'aqui', 'quanto', 'ir', 'foder', 'fizer', 'nada', 'hibernar', 'dia', 'todo']",False,False,True,False,False,False,True,False,False,False
"['ir', 'yoon', 'tanto', 'par', 'hora', 'má', 'podre', 'besarte', 'nada', 'mientra', 'ven', 'comerte', 'ese', 'gordo', 'culo', 'url']",False,False,True,False,False,True,False,False,False,False
"['sim', 'arrombar', 'tão', 'monstra', 'dormir', 'pra', 'trabalhar', 'seguido', 'toma']",False,False,True,False,False,False,False,False,True,False
"['fazer', 'cidadão', 'vergonha', 'dizer', 'pra', 'casal', 'ajudar', 'uem', 'atrapalha', 'casal', 'vergonho', 'vir', 'roupa', 'sujo', 'lar', 'usar', 'pessoa', 'belo', 'prazer', 'casal', 'lixo']",False,True,True,False,False,False,False,False,False,False
"['libriano', 'safar', 'cretina', 'forte']",False,False,True,False,False,False,False,False,True,False
"['menino', 'ficar', 'menina', 'lado', 'dpois', 'ficar', 'chamego', 'cmg', 'logo', 'boiola', 'iludir', 'burra', 'carente', 'tbm', 'fiquei', 'chamego']",False,False,True,True,False,False,True,False,True,False
"['feliz', 'aniversário', 'nicola', 'pnc', 'Krlh', 'vsfd', 'mlk', 'fdp', 'poha', 'otario', 'amo', 'feliz', 'niver']",False,False,True,False,False,False,True,False,False,False
"['muy', 'lejo', 'realidad', 'asno', 'veo', 'cada', 'vez', 'más', 'gordo']",False,False,True,False,False,True,False,False,False,False
"['chameir', 'piranha', 'beatriz', 'pra', 'gringo', 'querer', 'ver', 'mona', 'ir', 'sempre', 'diferente', 'fico', 'Putaaaa']",False,False,True,False,False,False,True,False,False,False
"['Miley', 'tar', 'sedento', 'pra', 'beijar', 'Anitta', 'durante', 'performance', 'kkkkkkkkkk', 'tadir', 'bichinho', 'url']",False,False,True,True,False,False,False,False,False,False
"['argumento', 'saber', 'preferir', 'macho', 'escroto', 'eu', 'falar', 'alguém', 'gostar', 'adimira', 'fato', 'ano', 'atrás', 'ter', 'dar', 'fav', 'sério', 'doentio', 'car', 'blinde', 'de esse', 'frustação', 'vivo']",False,False,True,False,False,False,True,False,True,False
"['campanha', 'eficiente', 'sexualidade', 'aprender', 'casa', 'comercial', 'empresa', 'hambúrguer', 'agora', 'dever', 'fazer', 'baixar', 'idade', 'penal', 'emancipar', 'criança', 'etc', 'achar', 'argumento', 'fraco', 'quanto', 'pretensão', 'sexual', 'cada', 'escolhe', 'querer', 'agora', 'expor', 'criança', 'tal', 'situação', 'constrangedor', 'quanto', 'preocupante', 'deixo', 'claro', 'reprovação']",False,True,True,False,False,False,True,False,False,False
"['menino', 'desistir', 'puta', 'parir', 'mau', 'mano']",False,False,True,False,False,False,True,False,False,False
"['poder', 'errar', 'esperar', 'imaginem', 'abrir', 'porta', 'pra', 'tipo', 'gente', 'tamanho', 'merda', 'fazer', 'ainda', 'ferrar', 'todo', 'equipe']",False,False,True,False,False,False,True,False,False,False
"['puto', 'ter', 'ser', 'prender']",False,False,True,False,False,False,True,False,False,False
"['odiooo', 'cair', 'latinha', 'cervejo', 'pqp']",False,False,True,False,False,False,True,False,False,False
"['rapaz', 'manhã', 'bixona', 'tar', 'kkkkkkk']",False,False,True,True,False,False,False,False,False,False
"['miltão', 'infelizmente', 'emissor', 'onde', 'trabalhar', 'cheio', 'inclusive', 'patr', 'band', 'virar', 'lixo']",False,True,True,False,False,False,False,False,False,False
"['peir', 'capeta', 'Kkkkkkkkkkkkkkkkkkkk']",False,False,True,False,False,False,False,False,False,False
"['camilo', 'sim', 'porra', 'url']",False,False,True,False,False,False,True,False,False,False
"['dinheiro', 'stj', 'mandando', 'pagar', 'pro', 'luladrao', 'ir', 'gastar', 'tudo', 'cachaça', 'velho', 'fdp']",False,True,True,False,False,False,False,False,False,False
"['parecer', 'marico', 'deje', 'amenazar', 'hacer', 'haga', 'Las', 'huevonado', 'esto', 'hijueputo', 'uribista', 'creen', 'uno', 'Les', 'comer', 'calle']",False,False,True,True,False,False,False,False,False,False
"['irar', 'viar']",False,False,True,True,False,False,False,False,False,False
"['mlk', 'caraio', 'conquistar', 'todo', 'família', 'pouco']",False,False,True,False,False,False,False,False,False,False
"['grande', 'tara', 'palhaço', 'povo']",False,True,True,False,False,False,False,False,False,True
"['pprt', 'otár', 'fazer', 'merda', 'de esse', 'kkkkkkkkkk', 'vtnc', 'pensar', 'cabeça', 'ficar', 'explodir']",False,False,True,False,False,False,False,False,True,False
"['aproveitar', 'momento', 'distúrbio', 'mental', 'mulher', 'quase', 'estupro', 'vulnerável', 'tipo', 'linguagem', 'usar', 'estuprador', 'mídio', 'notícia', 'entrevistar', 'mulher', 'marer', 'pra', 'termos', 'ambos', 'lado', 'então', 'criar', 'imagem', 'pobre', 'coitar']",False,False,True,False,False,False,True,False,False,False
"['fiz', 'básico', 'cancelei', 'inscriçãor', 'nazisto', 'enrustir']",False,True,True,False,False,False,False,False,False,False
"['dever', 'prender', 'crime', 'ambiental', 'inafiançável']",False,True,True,False,False,False,False,False,False,False
"['mulher', 'nojentar', 'achar', 'dono', 'razão']",False,False,True,False,False,False,False,False,True,False
"['invadir', 'militante', 'vagabunr']",False,True,True,False,False,False,False,False,False,False
"['então', 'migo']",False,False,False,False,False,False,False,False,False,False
"['político', 'tds', 'ladrão', 'exceção', 'parter']",False,True,True,False,False,False,False,False,False,False
"['cadu', 'odeio', 'Lia', 'Lia', 'ajudar', 'curar', 'ansiedade', 'Cafu', 'ansiedade', 'culpa']",False,False,True,False,False,False,True,False,False,False
"['duvidar', 'tratar', 'assim', 'colocar', 'lugar', 'hoooooora', 'simplesmente', 'começar', 'dizer', 'procure', 'casa', 'espelho', 'extra', 'gigante', 'pra', 'ver', 'dai', 'dizer', 'manda', 'algo', 'aqui', 'alguém', 'ridícular', 'ôooooooooo', 'bar', 'gente', 'bestar', 'medo', 'de esse', 'tambor']",False,False,True,False,False,True,True,False,False,False
"['velho', 'tudo', 'tudo', 'porque', 'canalha', 'floch', 'atirar', 'tanque', 'combustível', 'homem', 'ressurgir', 'cinza', 'pra', 'dedicar', 'último', 'momento', 'vidar', 'ter', 'certeza', 'humanidade', 'ir', 'pisoteada', 'colossal', 'simplesmente', 'inacreditável']",False,False,True,False,False,False,False,False,False,False
"['vir', 'pro']",False,False,False,False,False,False,False,False,False,False
"['vamo', 'passar', 'ganha', 'nenhum', 'clássico', 'putar', 'queo', 'parir']",False,False,True,False,False,False,True,False,False,False
"['caraio', 'noia']",False,False,True,False,False,False,False,False,False,False
"['dar', 'muito', 'voz', 'pra', 'maconheiro']",False,False,True,False,True,False,True,False,False,False
"['bolsonaro', 'jeito', 'louco']",False,True,True,False,False,False,False,False,False,False
"['louco', 'pirar', 'maluco', 'conturbado', 'masoquista', 'sadista', 'psicopato', 'sociopata', 'arrombar', 'burra', 'insano', 'tudo', 'ruim', 'amo', 'url']",False,False,True,False,False,False,True,False,True,False
"['menina', 'aguento', 'mulher', 'burrar', 'região', 'sudestir']",False,False,True,False,False,False,False,False,True,False
"['Merda', 'deixar', 'pensar', 'imenso', 'url']",False,False,True,False,False,False,True,False,False,False
"['gostoso', 'bom', 'feio']",False,False,True,False,False,True,False,False,True,False
"['ayllar', 'nojo', 'lindar']",False,False,True,False,False,False,False,False,True,False
"['hoje', 'thalle', 'chamar', 'todo', 'mulher', 'grupo', 'linr', 'simplesmente', 'nada', 'fazer', 'juliana', 'questionar', 'retardar', 'cio']",False,False,True,False,False,False,True,False,True,False
"['carar', 'otário', 'imaginar', 'amante']",False,False,True,False,False,False,False,False,False,False
"['propor', 'pra']",False,False,True,False,False,False,False,False,False,False
"['achar', 'habib', 'dever', 'fazer', 'mapeamento', 'cada', 'ativista', 'falar', 'merda', 'meter', 'famoso']",False,True,True,False,False,False,False,False,False,False
"['saber', 'economía', 'historia', 'político', 'ridículo', 'analfabeto', 'siga', 'vendier', 'curso', 'telegr', 'fracasar']",False,True,True,False,False,False,False,False,False,False
"['jesus', 'poder', 'mundo', 'acabar', 'mente', 'criança', 'inocente', 'ir', 'todo', 'pro', 'inferno', 'dia', 'senhor', 'Deus', 'ir', 'cobrar', 'de esse', 'inocência', 'de esse', 'criança']",False,True,True,True,False,False,False,False,False,False
"['dia', 'anão', 'coloquei', 'tudo', 'perder', 'assistir', 'malditar', 'pornografia', 'caso', 'fapar', 'problema', 'sim', 'assistir', 'Merda', 'bem', 'recomeçar', 'vida', 'seguir']",False,False,True,False,False,False,True,False,False,False
"['porque', 'moral', 'pra', 'boçal', 'de esse']",False,False,True,False,False,False,False,False,False,False
"['fazer', 'ado', 'tempestade', 'copo', 'aguo', 'prova', 'sociedade', 'hipócrita']",False,True,True,False,False,False,False,False,False,True
"['delatar', 'foder', 'sério', 'tar', 'cima', 'polop', 'vir', 'direção', 'seabrar', 'um', 'solo']",False,True,True,False,False,False,True,False,False,False
"['aya', 'egoísta', 'mrd', 'kerio']",False,True,True,False,False,False,False,False,False,False
"['poco', 'habla', 'luis', 'tosar', 'los', 'pacto', 'falconetti', 'con', 'ultraizquierdo', 'podemitar', 'con', 'los', 'golpista', 'catalane', 'etarro', 'bildu']",False,True,True,False,False,False,False,False,False,False
"['negro', 'poder', 'reproduzir', 'comportamento', 'racista', 'fato', 'poder', 'racista', 'referente', 'outro', 'raça', 'asiatico', 'exemplo']",False,True,True,False,False,True,True,True,False,False
"['canso', 'impressionar', 'gente', 'reune', 'todo', 'ser', 'pútrir', 'esgoto', 'humano', 'url']",False,False,True,False,False,False,True,False,False,False
"['vizinho', 'ouvir', 'música', 'corno']",False,False,True,False,False,False,False,False,True,False
"['Mds', 'alguém', 'mandar', 'bostir', 'arthur', 'fuder']",False,False,True,False,False,False,False,False,False,False
"['safar', 'corrupto', 'coisa', 'ruim', 'obra', 'diabo']",False,True,True,False,False,False,False,False,False,False
"['péssimo', 'tweet', 'nojento', 'abjeto', 'url']",False,False,True,False,False,False,False,False,False,False
"['adiantar', 'esquerdista', 'comunista', 'vagabunr', 'ir', 'conseguir', 'nada', 'acabar', 'bem', 'sempre', 'conseguir', 'assistir', 'força', 'amada', 'ir', 'acabar', 'desesperar', 'quer', 'bolsonaro']",False,True,True,False,False,False,False,False,False,False
"['madre', 'cree', 'sos', 'mentiroso', 'vale', 'mango', 'url']",False,False,True,False,False,False,False,False,False,False
"['órfão', 'teta', 'rouanet', 'ptralha', 'reder', 'esgoto']",False,True,True,False,False,False,False,False,False,False
"['ir', 'começar', 'andar', 'burca', 'coisa', 'acontecer', 'sim', 'homem', 'desgraçar']",False,False,True,False,False,False,False,False,True,False
"['filho', 'puta', 'atrasar', 'lanchar', 'elogiar', 'hamburguer']",False,False,True,False,False,False,True,False,False,False
"['hashtag', 'hashtag', 'imprensa', 'cretino', 'ódio', 'imprensa', 'tratar', 'gostar', 'marginal', 'violento', 'especialista', 'tratar', 'militante', 'comunista', 'pesquisador']",False,True,True,False,False,False,False,False,False,False
"['ir', 'fuder', 'louca', 'ir', 'tomar', 'cartela', 'rivotril', 'louco', 'nojentar', 'golpista']",True,False,True,False,False,True,True,False,True,False
"['putinha', 'vagabunda', 'Lambe', 'ovo']",False,False,True,False,False,False,True,False,True,False
['odeio'],False,False,True,False,False,False,False,False,False,False
['fazer'],False,False,True,False,False,False,False,False,False,False
"['morder', 'cair', 'isco', 'peixe', 'casa', 'peixe', 'palhaço']",False,False,True,False,False,False,False,False,False,False
"['em egacioniste', 'ratazana', 'vermelho', 'mariopol', 'todo', 'arrasar', 'nao', 'existir', 'assassino', 'mulher', 'criança', 'idoso', 'sois', 'escorio', 'mundo', 'negacionista', 'sois', 'merdar', 'mundo']",True,True,True,False,False,False,False,False,False,False
"['nazista', 'argumento', 'dar', 'luz', 'nazista', 'pra', 'rechaçar', 'burro', 'prejudicar', 'inúmero', 'trabalhador', 'parecer', 'injusto']",False,False,True,False,False,False,False,False,False,False
"['oponista', 'mentiroso']",False,False,True,False,False,False,False,False,False,False
"['querer', 'ver', 'ir', 'peitar', 'jojo', 'esperar', 'ver', 'corajoso', 'corajoso']",False,False,False,False,False,False,False,False,False,False
"['vcs', 'achar', 'existia', 'limite', 'imbecilidade']",False,False,True,False,False,False,False,False,False,False
"['burr', 'heim', 'car']",False,False,True,False,False,False,False,False,False,False
"['amo', 'video', 'fodar', 'Keim', 'gostar']",False,False,True,True,False,False,False,False,False,False
"['malditar', 'mujer', 'libra', 'tiene', 'tus', 'pie', 'jodaaaaaa']",False,False,True,False,False,False,False,False,True,False
"['parâmetro', 'dizer', 'música', 'brasileiro', 'cada', 'dia', 'mau', 'conhecer', 'car', 'de este', 'modo', 'ficar', 'óbvio', 'porcar', 'gosto', 'musical', 'além', 'mal', 'gosto', 'escrever', 'comentário', 'mínimo', 'embasamento', 'falar', 'opinião', 'polícia', 'aparente']",False,True,True,False,False,False,False,False,False,False
"['vcs', 'tão', 'corrupto', 'quanto', 'corja', 'contra', 'presidente', 'vcs', 'distorcer', 'fato', 'tentar', 'colocar', 'povo', 'contra', 'presidente', 'hipócrito']",False,True,True,False,False,False,False,False,False,False
"['Cara', 'Sonso', 'dms', 'pqp', 'kkk']",False,False,True,False,False,False,False,False,False,False
"['autoimune', 'cuzão', 'hashtag']",False,False,True,False,False,False,True,False,False,False
"['dizer', 'velho', 'canção', 'arquibancar', 'santo', 'Brasil', 'santista', 'pra', 'puta', 'parir', 'url']",False,False,True,False,False,False,False,False,False,False
"['restaurante', 'mesmo', 'rua', 'casa', 'mulher', 'dizer', 'demorar', 'min', 'passar', 'min', 'at茅', 'agora', 'sinal', 'cara', 'rango', 'caralho', 'fome', 'vsf']",False,False,True,False,False,False,True,False,False,False
"['gostar', 'de esse', 'merda', 'porque', 'ver', 'video']",False,False,True,False,False,False,True,False,False,False
"['pai', 'árabe', 'mulçumano', 'ir', 'explodir', 'sede', 'de esse', 'phora', 'catar', 'bandidinhu', 'trás', 'desde', 'agência', 'vir', 'dono']",False,True,True,False,False,False,False,False,False,True
"['nao', 'responder', 'grupo', 'juro', 'tudo', 'ir', 'mandar', 'neguinho', 'comer', 'Merda', 'ptqp', 'nao', 'servir', 'nada']",False,False,True,False,False,False,False,False,False,False
"['bom', 'menos', 'homofóbico', 'local']",False,False,True,True,False,False,False,False,False,False
