text,tokenized_text,homophobia,obscene,insult,racism,sexism,xenophobia
chatos pra caralho,"['chato', 'pra', 'caralho']",0,1,1,0,0,0
cara céu vai tomar meio,"['Cara', 'céu', 'ir', 'tomar', 'meio']",0,1,1,0,0,0
ainda cara pau perguntar quero cerveja lógico garota,"['ainda', 'cara', 'pau', 'perguntar', 'querer', 'cerveja', 'lógico', 'garotar']",0,1,0,0,0,0
velho surtandowbhajsjskkkkkkk utt bias caralho para铆so n茫o assim quero,"['velho', 'surtandowbhajsjskkkkkkk', 'utt', 'bia', 'Caralho', 'para铆so', 'n茫o', 'assim', 'querer']",0,0,0,0,0,0
lista melhores laterais brasil juninho capixaba lista moral,"['listar', 'bom', 'lateral', 'Brasil', 'juninho', 'capixabar', 'Lista', 'moral']",0,0,0,0,0,0
amo mãe júlia pqp kkkkkkkkkkkk todo dia rindo grupo,"['amo', 'mãe', 'júlia', 'pqp', 'kkkkkkkkkkkk', 'todo', 'dia', 'rir', 'grupo']",0,0,0,0,0,0
bicho doido,"['bicho', 'doer']",0,0,1,0,0,0
sotaquinho mineiro principalmente coisa linda temmmm aguento juro,"['sotaquinho', 'mineiro', 'principalmente', 'coisa', 'lindo', 'temmmm', 'aguentar', 'juro']",0,0,0,0,0,0
namoral vei retardada demais cervejada dormir horas acordar pro estagio acabou resto semana quase morri,"['namoral', 'vei', 'retardar', 'demais', 'cervejar', 'dormir', 'hora', 'acordar', 'pro', 'estagio', 'acabar', 'resto', 'semana', 'quase', 'Morri']",0,0,1,0,0,0
novas,['novo'],0,0,0,0,0,0
volta aqui férias porra,"['voltar', 'aqui', 'férias', 'porra']",0,0,0,0,0,0
carai toda vez tomo gelo fico nessa ressaca vsf,"['caraier', 'todo', 'vez', 'tomo', 'gelo', 'fico', 'em esse', 'ressaca', 'vsf']",0,1,0,0,0,0
verdade ouvir muita coisa calada inclusive teatro vcs recebe varios comentários escrotos diariamente varias pessoas copiando conteúdo desanimando ninguém mandou vcs lerem legenda quer perturbar,"['verdade', 'ouvir', 'muito', 'coisa', 'calar', 'inclusive', 'teatro', 'vcs', 'receber', 'vario', 'comentário', 'escroto', 'diariamente', 'varia', 'pessoa', 'copiar', 'conteúdo', 'desanimar', 'ninguém', 'mandar', 'vcs', 'ler', 'legendo', 'querer', 'perturbar']",0,0,0,0,0,0
tuíte canalha criminaliza instituição caixa crime funcionário mando outro criminoso cita nome ceo pra animar plateia joga lama bndes onde provado lama pessoa lamentável ainda quer passar profissional,"['tuíte', 'canalha', 'criminaliz', 'instituição', 'caixo', 'crime', 'funcionário', 'mar', 'outro', 'criminoso', 'citar', 'nome', 'ceo', 'pra', 'animar', 'plateia', 'jogar', 'lama', 'bnde', 'onde', 'provar', 'lama', 'pessoa', 'lamentável', 'ainda', 'querer', 'passar', 'profissional']",0,0,1,0,0,0
acha sanduíche buceta presidente,"['achar', 'sanduíche', 'buceta', 'presidente']",0,1,0,0,0,0
cliche parece winx cgi ruim geral bem pior armas sao coisa lgl anime personagens chatos historia merda achei memoravel alem armas especificamente foice espadas mina ruiva estranha,"['cliche', 'parecer', 'winx', 'cgi', 'ruim', 'geral', 'bem', 'mau', 'arma', 'sao', 'coisa', 'lgl', 'anime', 'personagem', 'chato', 'historia', 'Merda', 'achar', 'memoravel', 'aler', 'arma', 'especificamente', 'foicer', 'espadas', 'mina', 'ruivo', 'estranho']",0,0,1,0,0,0
reclamando beijo vkookas dor dois envolvidos beijo nunca reclamaram contrário lol,"['reclamar', 'beijo', 'vkookas', 'dor', 'dois', 'envolvido', 'beijo', 'nunca', 'reclamar', 'contrário', 'lol']",0,1,0,0,0,0
menina passou valores gastou agora dias ficou ainda vai precisar ficar melhorar tratamento medicamentos ajudem favor,"['Menina', 'passar', 'valor', 'gastar', 'agora', 'dia', 'ficar', 'ainda', 'ir', 'precisar', 'ficar', 'melhorar', 'tratamento', 'medicamento', 'ajudar', 'favor']",0,0,0,0,0,0
palavra dia abraço,"['palavra', 'dia', 'abraço']",0,0,0,0,0,0
porra passando mal crl,"['porra', 'passar', 'mal', 'crl']",0,0,0,0,0,0
filhas nessa história,"['filha', 'em esse', 'história']",0,0,0,0,0,0
vou lavar cabelo pra nesse aniversário cabelo arrumado pra disfarçar roupa maquiagem vão star merda aliás vou passar sombra pra dar chance erro ficar feia melhor assim,"['ir', 'lavar', 'cabelo', 'pra', 'em esse', 'aniversário', 'cabelo', 'arrumar', 'pra', 'disfarçar', 'roupa', 'maquiagem', 'ir', 'star', 'merda', 'aliás', 'ir', 'passar', 'sombra', 'pra', 'dar', 'chance', 'erro', 'ficar', 'feio', 'melhor', 'assim']",0,1,1,0,0,0
pau tbm miguelito piça ushsushsh,"['pau', 'tbm', 'miguelito', 'piçar', 'ushsushsh']",0,1,0,0,0,0
porque falou recebeu facada invés esfaqueado coisa feia dessas mídias nojenta,"['porque', 'falar', 'receber', 'facar', 'invés', 'esfaquear', 'coisa', 'feio', 'de esse', 'mídia', 'nojento']",0,0,1,0,0,0
sério ignorante ver falta saber pode concordar comigo quanto quiser pra chamar ignorante todos,"['sério', 'ignorante', 'ver', 'falta', 'saber', 'poder', 'concordar', 'comigo', 'quanto', 'querer', 'pra', 'chamar', 'ignorante', 'todo']",0,0,1,0,0,0
comunista falando dividir povo kkk piada,"['comunista', 'falar', 'dividir', 'povo', 'kkk', 'piar']",0,0,0,0,0,0
linda feia aceita jeito dica,"['linda', 'feio', 'aceitar', 'jeito', 'dicar']",0,0,0,0,0,0
nao verás,"['nao', 'verás']",0,0,0,0,0,0
verdade palavras dói dai bolsominion parte pra usar arminha lula ladrão roubou coração,"['verdade', 'palavra', 'dói', 'dai', 'bolsominion', 'parte', 'pra', 'usar', 'arminha', 'lula', 'ladrão', 'roubar', 'coração']",0,0,1,0,0,0
inferno mercado central porra gente lerda andando vei,"['inferno', 'mercado', 'central', 'porrar', 'gente', 'lerdar', 'andar', 'vei']",0,1,1,0,0,0
vontade fuder casa sogra dormindo quarto cunhada,"['vontade', 'fuder', 'casa', 'sogro', 'dormir', 'quarto', 'cunhar']",0,1,0,0,0,0
fico putinha,"['fico', 'putinha']",0,0,0,0,1,0
ódio ficar celular vsf,"['ódio', 'ficar', 'celular', 'vsf']",0,1,0,0,0,0
sei parece tão feio,"['saber', 'parecer', 'tão', 'feio']",0,0,1,0,0,0
olha comunistinha falando kkkkkk,"['olhar', 'comunister', 'falar', 'kkkkkk']",0,0,1,0,0,0
tarde mandei todo mudo foder,"['tarde', 'mandar', 'todo', 'mudo', 'foder']",0,1,0,0,0,0
gente quer ajudar pessoas toma prova vítima,"['gente', 'querer', 'ajudar', 'pessoa', 'tomar', 'prova', 'vítima']",0,1,0,0,0,0
madureira neguinho comprei varias coisas pra cozinha vai cozinha vermelha sim,"['madureiro', 'neguinho', 'comprar', 'varia', 'coisa', 'pra', 'cozinha', 'ir', 'cozinha', 'vermelho', 'sim']",0,0,0,0,0,0
amorzinho palavras pra agradecer ter comigo resta desejar bons ventos sempre passando vida deixando muita alegria paz saúde perto puta sorte amo feliz aniversário vida,"['amorzinho', 'palavra', 'pra', 'agradecer', 'ter', 'comigo', 'restar', 'desejar', 'bom', 'vento', 'sempre', 'passar', 'vida', 'deixar', 'muito', 'alegrio', 'paz', 'saúde', 'perto', 'puta', 'sorte', 'amo', 'feliz', 'aniversário', 'vida']",0,1,0,0,0,0
ontem deu tudo certo pra errado pqp,"['ontem', 'dar', 'tudo', 'certo', 'pra', 'errar', 'pqp']",0,0,0,0,0,0
vao ter aturar tóquio sim porra,"['vao', 'ter', 'aturar', 'tóquio', 'sim', 'porra']",0,1,0,0,0,0
semhor queria audiência deede início queria colocação ficou claro,"['semhor', 'querer', 'audiência', 'deede', 'início', 'querer', 'colocação', 'ficar', 'claro']",0,0,0,0,0,0
rosto gordo barriga crescendo,"['rosto', 'Gordo', 'barriga', 'crescer']",0,0,0,0,0,0
imaginava chique achando trabalhar roupas descoladasescolhi professora trabalho todos dias uniforme feio,"['imaginar', 'chique', 'achar', 'trabalhar', 'roupa', 'descoladasescolhi', 'professora', 'trabalho', 'todos', 'dia', 'uniforme', 'feio']",0,0,0,0,0,0
sim todos seguir iluminação divina tiguilherman_plays inteligente rra país coma irmã favor,"['sim', 'todo', 'seguir', 'iluminação', 'divino', 'tiguilherman_play', 'inteligente', 'rrar', 'país', 'comar', 'irmã', 'favor']",0,1,1,0,0,0
fodam,['fodar'],0,1,1,0,0,0
gente caralho quero fazer concurso encher saco,"['gente', 'caralho', 'querer', 'fazer', 'concurso', 'encher', 'saco']",0,1,0,0,0,0
detalhes serem trabalhados antes acordo fechado relacionados direitos imagem alguns detalhes técnicos taxas câmbio fato united ter acabado fechar maguire,"['detalhe', 'ser', 'trabalhar', 'antes', 'acordo', 'fechar', 'relacionar', 'direito', 'imagemr', 'algum', 'detalhe', 'técnico', 'taxa', 'câmbio', 'fato', 'united', 'ter', 'acabar', 'fechar', 'maguire']",0,0,0,0,0,0
dei respostas lolol,"['dar', 'resposta', 'lolol']",0,0,0,0,0,0
faculdade t贸xica pra caraca,"['faculdade', 't贸xico', 'pra', 'caraca']",0,0,0,0,0,0
sei filha pau,"['saber', 'filha', 'pau']",0,1,1,0,0,0
chupa uva filho,"['chupa', 'uva', 'filho']",0,1,0,0,0,0
chicago casa melhores shows bts sinto new jersey paris brazil london n贸s ganhamos,"['chicago', 'casa', 'bom', 'show', 'bts', 'sinto', 'New', 'Jersey', 'Paris', 'brazil', 'londonr', 'n贸s', 'ganhamo']",0,0,0,0,0,0
poxa amiga trancad dentro carro centro esperando mae voltar kfelizmente ouvindo izone,"['poxar', 'amig', 'trancad', 'dentro', 'carro', 'Centro', 'esperar', 'mae', 'voltar', 'kfelizmente', 'ouvir', 'izone']",0,0,0,0,0,0
lana del rey cretina url,"['Lana', 'del', 'rey', 'cretinar', 'url']",0,0,1,0,0,0
garanto nao sabe nome incompetente kkkk,"['Garanto', 'nao', 'saber', 'nome', 'incompetente', 'kkkk']",0,0,0,0,0,0
mês inteiro trabalhando igual desgraçado pra chegr dia pagamento nao ter puto carteira ainda obrigado aguentar gente tirando vtnc viu dia vou virar boy vdd mandar tudo pra pqp,"['mês', 'inteiro', 'trabalhar', 'igual', 'desgraçar', 'pra', 'chegr', 'dia', 'pagamento', 'nao', 'ter', 'puto', 'carteirar', 'ainda', 'obrigar', 'aguentar', 'gente', 'tirar', 'vtnc', 'ver', 'dia', 'ir', 'virar', 'boy', 'vdd', 'mandar', 'tudo', 'pra', 'pqp']",0,1,1,0,0,0
familia triplo brasileira,"['familiar', 'triplo', 'brasileira']",0,0,0,0,0,0
coragem msm vai conseguir sair casa nesse frio curtir noite carioca,"['coragem', 'msm', 'ir', 'conseguir', 'sair', 'casa', 'em esse', 'frio', 'curtir', 'noite', 'carioca']",0,0,0,0,0,0
base desgraçada lindoputa merdaaaaa,"['base', 'desgraçar', 'lindoputa', 'merdaaaao']",0,0,0,0,0,0
petista pare choro mestre cadeia,"['petista', 'pare', 'choro', 'mestre', 'cadeia']",0,0,0,0,0,0
vai fuder mano putaaa,"['ir', 'fuder', 'mano', 'putaaa']",0,1,0,0,0,0
concordo muitos torcedores recordam últimos anos péssimos elencos pouquíssimos títulos ótimo elenco disputando título todo ano nego reclama vtnc,"['concordar', 'muito', 'torcedor', 'recordar', 'último', 'ano', 'péssir', 'elenco', 'pouquíssimos', 'título', 'bom', 'elenco', 'disputar', 'título', 'todo', 'ano', 'nego', 'reclamar', 'vtnc']",0,0,0,0,0,0
caralho dar tapa bola pra sair braço cara tava frente buscou contato,"['caralho', 'dar', 'tapa', 'bolo', 'pra', 'sair', 'braço', 'cara', 'tar', 'frente', 'buscar', 'contato']",0,1,1,0,0,0
tão bonitinho ontem falando tava sdd falar comigo osso amar gente assim haha,"['tão', 'bonitinho', 'ontem', 'falar', 'tar', 'sdd', 'falar', 'comigo', 'osso', 'amar', 'gente', 'assim', 'haha']",0,0,0,0,0,0
porra sai cama ainda coisa boa,"['porra', 'sair', 'cama', 'ainda', 'coisa', 'bom']",0,0,0,0,0,0
caralho deusa,"['caralho', 'deusar']",0,0,0,0,0,0
jamais faria moça fez porém vítima mendigo casinha perceber então resta desejar boa sorte espancado corno,"['jamais', 'fazer', 'moça', 'fazer', 'porém', 'vítima', 'mendigo', 'casinha', 'perceber', 'então', 'restar', 'desejar', 'bom', 'sorte', 'espancar', 'corno']",0,0,1,0,0,0
perseguiu garoto programa inteiro pra final deve castigo kkkkkk silvana,"['perseguir', 'garoto', 'programa', 'inteiro', 'pra', 'final', 'dever', 'castigo', 'kkkkkk', 'silvano']",0,0,0,0,0,0
tartaruga algumas parte doendo parabéns ministro,"['tartarugar', 'algum', 'parte', 'doer', 'parabéns', 'ministro']",0,0,0,0,0,0
chata faz tão bem pqp sdd,"['chato', 'fazer', 'tão', 'bem', 'pqp', 'sdd']",0,1,1,0,0,0
kkkkkkkkk sai viado,"['kkkkkkkkk', 'sair', 'viar']",1,0,0,0,0,0
vídeo arranca cabeça deixa pendurada pena morte moda brasileira,"['vídeo', 'arrancar', 'cabeça', 'deixar', 'pendurar', 'pena', 'morte', 'modo', 'brasileiro']",0,1,1,0,0,0
sameli quase emgasgamos hoje sala comendo pão escondido outros kkkkkkkkkk,"['sameli', 'quase', 'emgasgar', 'hoje', 'sala', 'comer', 'pão', 'esconder', 'outro', 'kkkkkkkkkk']",0,0,0,0,0,0
matéria merda fofoca,"['matéria', 'merdo', 'fofoco']",0,0,1,0,0,0
aposto real casa sacola monte sacolas dentro,"['apostar', 'real', 'casa', 'sacolo', 'Monte', 'sacola', 'dentro']",0,0,0,0,0,0
flow monark,"['flow', 'Monark']",0,0,1,0,0,0
porra,['porra'],0,1,0,0,0,0
mano piedade mim,"['Mano', 'piedade', 'eu']",0,0,0,0,0,0
chato wue filho maluco dinheiro lavado compra filha puta tudo s茫o ajudado arbitragem direto ficar feliz memo,"['Chato', 'Wue', 'Filho', 'maluco', 'dinheiro', 'lavar', 'compra', 'filha', 'putar', 'tudo', 's茫o', 'ajudar', 'arbitragem', 'direto', 'ficar', 'feliz', 'memo']",0,0,0,0,0,0
menina achou gostava causa macho kkkkkkkkk desculpa vergonha passo,"['Menina', 'achar', 'gostar', 'causa', 'macho', 'kkkkkkkkk', 'desculpa', 'vergonha', 'passo']",0,0,0,0,0,0
vida inteiraeu nunca disse amo paidisse vez pra m茫e amava feito merda grande chorou n茫o esperava mim fim deu tudo certo n茫o deserdou 馃ぃ馃ぃ馃ぃ鉁岎煆,"['vida', 'inteiraeu', 'nunca', 'dizer', 'amo', 'paidir', 'vez', 'pra', 'm茫e', 'amar', 'fazer', 'Merda', 'grande', 'chorar', 'n茫o', 'esperar', 'eu', 'fim', 'dar', 'tudo', 'certo', 'n茫o', 'deserdar', '馃ぃ馃ぃ馃ぃ鉁岎煆']",0,0,0,0,0,0
tik tok filho puta agr faço url,"['tik', 'tok', 'filho', 'putar', 'agr', 'fazer', 'url']",0,1,1,0,0,0
apaixonada deussssss,"['apaixonar', 'deussssss']",0,0,0,0,0,0
propaganda nojenta igual sanduíche,"['propagandar', 'nojento', 'igual', 'sanduíche']",0,0,1,0,0,0
bolsominion tão burro vai julgar trampo cara acaba divulgando kkkkkkkkkkkkkkkk,"['Bolsominion', 'tão', 'burro', 'ir', 'julgar', 'trampo', 'cara', 'acabar', 'divulgar', 'kkkkkkkkkkkkkkkk']",0,0,1,0,0,0
idiotas todo mundo pode ver vídeo internet ver nada sobre intervenção militar anti democracia globo lixo ver filmagem completa,"['idiota', 'todo', 'mundo', 'poder', 'ver', 'vídeo', 'Internet', 'ver', 'nada', 'sobre', 'intervenção', 'militar', 'antir', 'democracia', 'globo', 'lixo', 'ver', 'filmagem', 'completo']",0,0,1,0,0,0
esperar empresa vende lixo pessoas comerem,"['esperar', 'empresa', 'vender', 'lixo', 'pessoa', 'comer']",0,0,1,0,0,0
personalidade fala tudo ensaiado parece robô,"['personalidade', 'falar', 'tudo', 'ensaiar', 'parecer', 'robô']",0,0,1,0,0,0
tomara novela sané chegue fim porque pqp,"['tomaro', 'novela', 'sané', 'chegar', 'fim', 'porque', 'pqp']",0,0,0,0,0,0
sonha tiazona,"['sonhar', 'tiazonar']",0,0,1,0,0,0
nada covarde fugiu ate debate hahahhahhahahhaha,"['nada', 'covarde', 'fugir', 'ate', 'debate', 'hahahhahhahahhaha']",0,0,1,0,0,0
compesa fdp,"['compesa', 'fdp']",0,1,1,0,0,0
vampiro vampiro boca porra,"['vampiro', 'vampiro', 'bocar', 'porra']",0,1,0,0,0,0
querido toda droga causa dano inclusive remédios controlados parte família várias pessoas tomam quero enfiar baseado bem rabo bolsonaro cretino legalizado usuários vão parar fumar aguentem,"['querido', 'todo', 'droga', 'causar', 'dano', 'inclusive', 'remédio', 'controlar', 'parte', 'família', 'várias', 'pessoa', 'tomar', 'querer', 'enfiar', 'basear', 'bem', 'rabo', 'bolsonaro', 'cretino', 'legalizar', 'usuário', 'ir', 'parar', 'fumar', 'aguenter']",0,1,1,0,0,0
ter vergonha defender cara desse,"['ter', 'vergonha', 'defender', 'cara', 'de esse']",0,0,1,0,0,0
parei assistir causa cena achei ridicula namorado falou dessa cena explodirem cara piorou,"['parei', 'assistir', 'causa', 'cena', 'achar', 'ridiculo', 'namorar', 'falar', 'de esse', 'cena', 'explodir', 'cara', 'piorar']",0,0,0,0,0,0
muitos dizem porra nenhuma,"['muito', 'dizer', 'porra', 'nenhum']",0,1,1,0,0,0
porra povo evoluído amor porque importa,"['porra', 'povo', 'evoluir', 'amor', 'porque', 'importar']",0,0,0,0,0,0
postei vez falando sobre super criticada alguns gosta obviamente acho feio simmmm aliás conhecido vista falecer conta disso opinião igual cada gostou fds,"['postar', 'vez', 'falar', 'sobre', 'super', 'criticar', 'algum', 'gostar', 'obviamente', 'achar', 'feio', 'simmmm', 'aliás', 'conhecer', 'vistar', 'falecer', 'conta', 'de isso', 'opinião', 'igual', 'cada', 'gostar', 'fds']",0,0,1,0,0,0
nunca identifiquei tanto kkkkkkkkkj,"['nunca', 'identifiquei', 'tanto', 'Kkkkkkkkkj']",0,0,0,0,0,0
sair faz sentido burro vezes sabe explicar,"['sair', 'fazer', 'sentido', 'burro', 'vez', 'saber', 'explicar']",0,0,1,0,0,0
felicidades merece,"['felicidade', 'merecer']",0,0,0,0,0,0
vsf vida merda tira nada,"['vsf', 'vida', 'merdo', 'tiro', 'nada']",0,0,0,0,0,0
vai foder galera tão acomodada consegue usar palavra letras antes coisas cis porra ódio cansado ler bobagem conta coloca tweet homem cismulher cisnão difícil caralho,"['ir', 'foder', 'galerar', 'tão', 'acomodado', 'conseguir', 'usar', 'palavra', 'letra', 'antes', 'coisa', 'cis', 'porra', 'ódio', 'cansar', 'ler', 'bobagem', 'conto', 'colocar', 'tweet', 'homem', 'cismulher', 'cisnão', 'difícil', 'caralho']",0,1,1,0,0,0
pessoal frequenta ensino noturno levar pitinhas crianças jardim zoológico ensino diurno conhecida escola putas pessoal mete todas raparigas nesse saco,"['pessoal', 'frequentar', 'ensino', 'noturno', 'levar', 'pitinha', 'criança', 'jardim', 'zoológico', 'ensino', 'diurno', 'conhecer', 'escola', 'puto', 'pessoal', 'meter', 'todo', 'rapariga', 'em esse', 'saco']",0,0,0,0,1,0
sair pqp memória,"['sair', 'pqp', 'memório']",0,0,0,0,0,0
vai fuder entao vcs dois,"['ir', 'fuder', 'entao', 'vcs', 'dois']",0,1,1,0,0,0
veja lado otimista diminuição custos aumento espaço,"['ver', 'lado', 'otimista', 'diminuição', 'custo', 'aumento', 'espaço']",0,0,0,0,0,0
nasce pra viado assim espermatozóide chega óvulo,"['nascer', 'pra', 'viado', 'assim', 'espermatozóide', 'chegar', 'óvulo']",0,1,0,0,0,0
kkkkkkkkkkkk,['kkkkkkkkkkkk'],0,0,0,0,0,0
pago preciso quero parada,"['pagar', 'preciso', 'quero', 'parar']",0,0,0,0,0,0
mano consegui escroto mim vida toda,"['Mano', 'conseguir', 'escroto', 'eu', 'vidar', 'todo']",0,1,1,0,0,0
voz pqp garota casa comigo,"['voz', 'pqp', 'garotar', 'casa', 'comigo']",0,0,0,0,0,0
mano juro deus agr perguntando porra febre maculosa fez pita achar bom tom perguntar,"['mano', 'Juro', 'deus', 'agr', 'perguntar', 'porra', 'febre', 'maculoso', 'fazer', 'pita', 'achar', 'bom', 'tom', 'perguntar']",0,1,0,0,0,0
pagam pau pra umas pessoas nada,"['pagar', 'pau', 'pra', 'um', 'pessoa', 'nada']",0,1,0,0,0,0
gente dia chato pqp,"['gente', 'dia', 'chato', 'pqp']",0,1,0,0,0,0
dorme bem filha puta,"['dorme', 'bem', 'filha', 'puto']",0,0,1,0,0,0
projeto ufrj realiza oficina formação mídias digitais recife amanhã interessados poderão participar gds realizados amanhã dia museu abolição saiba participar,"['projeto', 'ufrj', 'realiza', 'oficino', 'formação', 'mídia', 'digital', 'recife', 'amanhã', 'interessado', 'poder', 'participar', 'gds', 'realizar', 'amanhã', 'dia', 'museu', 'abolição', 'saber', 'participar']",0,0,0,0,0,0
cuidado reencarna莽茫o machado assis anter茫o,"['cuidado', 'reencarna莽茫o', 'machado', 'assis', 'anter茫o']",0,0,0,0,0,0
gente encontra ninguém nessa vida acaso cada pessoa faz tomar jeito diferente,"['gente', 'encontrar', 'ninguém', 'em esse', 'vida', 'acaso', 'cada', 'pessoa', 'fazer', 'tomar', 'jeito', 'diferente']",0,1,0,0,0,0
vida dorameira dificil gosto praticidade pois preguicosa baixar dorama demora ver online,"['vida', 'dorameiro', 'dificil', 'gosto', 'praticidade', 'pois', 'preguicoso', 'baixar', 'doramar', 'demor', 'ver', 'online']",0,1,0,0,0,0
bom pra ohm tomada segura,"['bom', 'pra', 'ohm', 'tomar', 'seguro']",0,1,0,0,0,0
mano toma velho,"['mano', 'tomar', 'velho']",0,1,1,0,0,0
todo mundo quer sinceridade todo mundo aguenta ouvir verdade,"['todo', 'mundo', 'querer', 'sinceridade', 'todo', 'mundo', 'aguentar', 'ouvir', 'verdade']",0,0,0,0,0,0
larry sign the crime luke vai pra proteger sexta,"['Larry', 'Sign', 'the', 'crime', 'luke', 'ir', 'pra', 'proteger', 'sexta']",0,0,0,0,0,0
drama viadinho louco pra namorar tentaria ter algo mora tudo longe url,"['drama', 'Viadinho', 'louco', 'pra', 'namorar', 'tentar', 'ter', 'algo', 'morar', 'tudo', 'longe', 'url']",1,0,0,0,0,0
fabiano integridade carater honra etica dignidade nao nada capaz mudar capitao bolsonaro ficou meio corja ladra quase anos bsb nao corrompeu,"['fabiano', 'integridade', 'carater', 'honra', 'etico', 'dignidade', 'nao', 'nada', 'capaz', 'mudar', 'capitao', 'bolsonaro', 'ficar', 'meio', 'corja', 'ladra', 'quase', 'ano', 'bsb', 'nao', 'corrompeu']",0,0,1,0,0,0
quê significa cruzo braços,"['quê', 'significar', 'cruzo', 'braço']",0,0,0,0,0,0
puta sdds filho preguiça catarina,"['puta', 'sdds', 'filho', 'preguiça', 'catarinar']",0,1,0,0,0,0
juro pra vcs aguento feia,"['juro', 'pra', 'vcs', 'aguento', 'feio']",0,0,0,0,0,0
fascista lula preso babaca,"['fascista', 'Lula', 'preso', 'Babaca']",0,1,1,0,0,0
porra sim,"['porra', 'sim']",0,0,0,0,0,0
queria apresentação daniel alves pedir,"['querer', 'apresentação', 'Daniel', 'Alves', 'pedir']",0,0,0,0,0,0
parei porra doi,"['parei', 'porra', 'de oi']",0,1,0,0,0,0
cadê quero morar longe pai logo,"['cadê', 'querer', 'morar', 'longe', 'pai', 'logo']",0,0,0,0,0,0
queria tempo livre certas pessoas desse site parece fazem nada vida assistir anime dia inteiro,"['querer', 'tempo', 'livre', 'certo', 'pessoa', 'de esse', 'site', 'parecer', 'fazer', 'nada', 'vida', 'assistir', 'anime', 'dia', 'inteiro']",0,0,0,0,0,0
tag lixo nesse twitter direita n茫o cansa passar vergonha,"['tag', 'lixo', 'em esse', 'twitter', 'direita', 'n茫o', 'cansar', 'passar', 'vergonha']",0,0,0,0,0,0
boca fechada pros planos darem certo,"['bocar', 'fechar', 'pro', 'plano', 'dar', 'certo']",0,0,0,0,0,0
duas fadas recifenses morreram ver,"['dois', 'far', 'recifenses', 'morrer', 'ver']",0,0,0,0,0,0
qualquer resultado desde sofra gol casa pode,"['qualquer', 'resultado', 'desde', 'sofra', 'gol', 'casa', 'poder']",0,0,0,0,0,0
acho viu vídeos greg lacrar fodeu,"['achar', 'ver', 'vídeo', 'greg', 'lacrar', 'foder']",1,0,0,0,0,0
chorando agora irmã chamando trouxa rindo mim pra inimigos,"['chorar', 'agora', 'irmãr', 'chamar', 'trouxa', 'rir', 'eu', 'pra', 'inimigo']",0,0,1,0,0,0
sla mano tudo estranho primeiro parece escondendo dps faz movimentos braços parece discutindo porra ngm ali,"['sla', 'mano', 'tudo', 'estranho', 'primeiro', 'parecer', 'esconder', 'dps', 'fazer', 'movimento', 'braço', 'parecer', 'discutir', 'porra', 'ngm', 'ali']",0,0,0,0,1,0
estado pernambuco protegendo corrup莽茫o,"['Estado', 'pernambuco', 'proteger', 'corrup莽茫o']",0,0,0,0,0,0
vai foder triste,"['ir', 'foder', 'tristir']",0,1,0,0,0,0
sonho nao ligo matar vou morrer feliz,"['sonho', 'nao', 'ligo', 'matar', 'ir', 'morrer', 'feliz']",0,0,0,0,0,0
pegando grazi agora gleisson terminam kkkk parab茅ns n茫o fode,"['pegar', 'grazi', 'agora', 'Gleisson', 'terminar', 'kkkk', 'Parab茅ns', 'n茫o', 'foder']",0,0,0,0,0,0
pau tcheca novinha,"['pau', 'tcheca', 'novinha']",0,0,0,0,1,0
lenda viado kkkk,"['lendar', 'viar', 'kkkk']",1,0,0,0,0,0
vão tomar,"['ir', 'tomar']",0,1,1,0,0,0
zuada leia debates nesse post gente melhor sei vai entender nasça novo,"['zuar', 'ler', 'debate', 'em esse', 'post', 'gente', 'bom', 'saber', 'ir', 'entender', 'nasça', 'novo']",0,0,1,0,0,0
esqueci vitinho chega hoje,"['esqueci', 'vitinho', 'chegar', 'hoje']",0,0,0,0,0,0
falo fala cmg fds render praia,"['falo', 'falar', 'cmg', 'fds', 'render', 'praia']",0,1,1,0,0,0
alertas inpe indicam alta desmate amazônia alertas quais realmente indicam falsos positivos porcentagem métrica usada definir alerta algum cientista aqui responder,"['alerta', 'inpe', 'indicar', 'alto', 'desmate', 'amazôniar', 'alerta', 'qual', 'realmente', 'indicar', 'falso', 'positivo', 'porcentagem', 'métrico', 'usar', 'definir', 'alertar', 'algum', 'cientista', 'aqui', 'responder']",0,0,0,0,0,0
wattpad merda menor achava fanfic boa cada agr boa meio pqp,"['wattpad', 'Merda', 'pequeno', 'achar', 'fanfic', 'bom', 'cada', 'agr', 'bom', 'meio', 'pqp']",0,1,1,0,0,0
demoniooo filho puta rindo pouco,"['demoniooo', 'filho', 'putar', 'rir', 'pouco']",0,1,0,0,0,0
lixo cara,"['lixo', 'carar']",0,0,1,0,0,0
coloquei agora porra shopping saídas quer adivinhe vai parar obrigada nada mandei tomar bola cristal,"['coloquei', 'agora', 'porra', 'shopping', 'saír', 'quer', 'adivinhe', 'ir', 'parar', 'obrigado', 'nada', 'mandar', 'tomar', 'bola', 'cristal']",0,1,1,0,0,0
gente geralmente fala tudo babaca,"['gente', 'geralmente', 'falar', 'tudo', 'babacar']",0,0,1,0,0,0
dst puta negocio serio pode acontecer absolutamente qualquer relacionamento fechado conservador trata restrito minoria pessoas,"['dst', 'puta', 'negocio', 'serio', 'poder', 'acontecer', 'absolutamente', 'qualquer', 'relacionamento', 'fechar', 'conservador', 'tratar', 'restrito', 'minor', 'pessoa']",0,0,0,0,0,0
