text,tokenized_text,homophobia,obscene,insult,racism,sexism,xenophobia
gordinha bonita,"['gordinha', 'bonito']",0,0,1,0,1,0
todo dia,"['todo', 'dia']",0,0,0,0,0,0
sabe safadeza senhora pessoa morta pauladas sabe safadeza senhora pai esfaquear criança anos fato lavar sabe safadeza senhora resposta crianças sendo ensinadas respeitar ninguém obrigando nada,"['saber', 'safadeza', 'senhor', 'pessoa', 'morto', 'paular', 'saber', 'safadeza', 'senhor', 'pai', 'esfaquear', 'criança', 'ano', 'fato', 'lavar', 'saber', 'safadeza', 'senhor', 'resposta', 'criança', 'ser', 'ensinar', 'respeitar', 'ninguém', 'obrigar', 'nada']",0,1,1,0,0,0
deixo assistir programa porque embora sempre achei monark maconheiro direito liberdade inerente humano falar grande merda,"['deixo', 'assistir', 'programa', 'porque', 'embora', 'sempre', 'achar', 'monark', 'maconheiro', 'direito', 'liberdade', 'inerente', 'humano', 'falar', 'grande', 'merda']",0,0,1,0,0,0
pra acreditar tweet podia unir grata ter conhecido,"['pra', 'acreditar', 'tweet', 'poder', 'unir', 'grata', 'ter', 'conhecer']",0,0,0,0,0,0
fala pai mãe pra lavar carro durante chuva ajudaria economizar água chuva tiraria todo sabão use menos menos papel plástico usar jogue chão jogue lixo ande bicicleta busão,"['falar', 'pai', 'mãe', 'pra', 'lavar', 'carro', 'durante', 'chuva', 'ajudar', 'economizar', 'água', 'chuva', 'tirario', 'todo', 'Sabão', 'usar', 'pouco', 'menos', 'papel', 'plástico', 'usar', 'jogue', 'chão', 'jogue', 'lixo', 'Ande', 'bicicleta', 'busão']",0,0,0,0,0,0
conhecia trabalho amei,"['conhecer', 'trabalho', 'amei']",0,0,0,0,0,0
role aleatório porra senti ronaldinho tava boteco tomando umas nada,"['role', 'aleatório', 'porra', 'sentir', 'ronaldinho', 'tar', 'boteco', 'tomar', 'um', 'nada']",0,1,0,0,0,0
gente vive vez ainda nasce feio,"['gente', 'viver', 'vez', 'ainda', 'nascer', 'feio']",0,0,0,0,0,0
ódio mandam mensagem apagam porra,"['ódio', 'mandar', 'mensagem', 'apagar', 'porra']",0,1,0,0,0,0
ruim desempregado pais toxico caralho,"['ruim', 'desempregar', 'pai', 'toxico', 'caralho']",0,0,1,0,0,0
kkkkk merece babaca caia disse menino ney,"['kkkkk', 'merecer', 'babaco', 'caia', 'dizer', 'menino', 'ney']",0,0,1,0,0,0
desculpe doente vezes hipopótamo fdp dançar cama,"['desculpe', 'doente', 'vez', 'hipopótamo', 'fdp', 'dançar', 'cama']",0,1,0,0,0,0
odeio tratam grosseria moral vsf,"['odeio', 'tratar', 'grosseria', 'moral', 'vsf']",0,1,1,0,0,0
raiva gente biscoiteira puta pariu,"['raiva', 'gente', 'biscoiteira', 'puta', 'parir']",0,1,1,0,0,0
orgulhosa mim mesma almoçando comida todos dias,"['orgulhoso', 'eu', 'mesmo', 'almoçar', 'comida', 'todos', 'dia']",0,0,0,0,0,0
falando futebol brasileiro agora possui melhor lateral direito mundo óbvio léo moura ainda atividade,"['falar', 'futebol', 'brasileiro', 'agora', 'possuir', 'bom', 'lateral', 'direito', 'mundo', 'óbvio', 'léo', 'moura', 'ainda', 'atividader']",0,0,0,0,0,0
amém laura prepon,"['amém', 'laura', 'prepon']",0,0,0,0,0,0
safado fugiu rra mendes matar poucos,"['safar', 'fugir', 'Rra', 'mendes', 'matar', 'pouco']",0,1,1,0,0,0
fico vendo penso desvantagens pop sendo cada vez difundido millenium americano tão acostumado gente dança perfomances coreografia veem dança verdade sincronia fica bugado,"['fico', 'ver', 'pensar', 'desvantagem', 'pop', 'ser', 'cada', 'vez', 'difunder', 'millenium', 'americano', 'tão', 'acostumar', 'gente', 'dançar', 'perfomances', 'coreografia', 'veem', 'dançar', 'verdade', 'sincronia', 'ficar', 'bugar']",0,0,1,0,0,1
marica voy poner llorar cómo así url,"['maricar', 'voy', 'poner', 'llorar', 'cómo', 'así', 'url']",1,0,1,0,0,0
at茅 parece voc锚 linda sempre,"['at茅', 'parece', 'voc锚r', 'linda', 'sempre']",0,0,0,0,0,0
sotium vou resumir falei tudo deveria dizer medida certa pra explicar pra pessoas assim vão muitas palavras vontade ler prova quanto ignorante procura entender dois lados quer ler leia leia lugar,"['sotium', 'ir', 'resumir', 'falar', 'tudo', 'dever', 'dizer', 'medida', 'certo', 'pra', 'explicar', 'pra', 'pessoa', 'assim', 'ir', 'muito', 'palavra', 'vontade', 'ler', 'prova', 'quanto', 'ignorante', 'procurar', 'entender', 'dois', 'lado', 'querer', 'ler', 'leia', 'leia', 'lugar']",0,0,1,0,0,0
matando inocentes crime organizado,"['matar', 'inocente', 'crime', 'organizar']",0,0,0,0,0,0
thiago elias voando gracinha parece estudei,"['thiago', 'elio', 'voar', 'gracinha', 'parecer', 'estudar']",0,0,0,0,0,0
tira paz parece droga livro,"['tir', 'paz', 'parecer', 'droga', 'livro']",0,0,0,0,0,0
menos carro sai fumaça cogitou possibilidade deixar gente rua,"['menos', 'carro', 'sair', 'fumaça', 'cogitar', 'possibilidade', 'deixar', 'gente', 'rua']",0,0,0,0,0,0
linda ganho escrita linda jeito viiu ligue pra comentários absurdos,"['linda', 'ganho', 'escritar', 'linda', 'jeito', 'viiu', 'ligar', 'pra', 'comentário', 'absurr']",0,0,0,0,0,0
kkkkk sabia literalmente votado bolsonaro merda,"['kkkkk', 'saber', 'literalmente', 'votar', 'bolsonaro', 'Merda']",0,0,1,0,0,0
hoseok aprendendo pose parabéns amooor amo filho puta,"['hoseok', 'aprender', 'pose', 'parabéns', 'amooor', 'amo', 'filho', 'puta']",0,1,0,0,0,0
todo apoye bandidos igualmente bandido así sencillo,"['todo', 'apoye', 'bandir', 'igualmente', 'bander', 'así', 'sencillo']",0,0,1,0,0,0
caralho olha ali tudo preciso,"['caralho', 'olhar', 'ali', 'tudo', 'preciso']",0,0,0,0,0,0
caralho pessoas têm preconceito câncer melhor signo licença,"['caralho', 'pessoa', 'ter', 'preconceito', 'câncer', 'bom', 'signo', 'licenço']",0,1,0,0,0,0
agora desenha ainda difícil,"['agora', 'desenha', 'ainda', 'difícil']",0,0,0,0,0,0
faz seguinte manda canguru vida vai dar certo,"['fazer', 'seguinte', 'manda', 'canguru', 'vida', 'ir', 'dar', 'certo']",0,0,0,0,0,0
gente vcs fazem pra ficarem bonitos sérios fotos porq fico cara cavalo cansado pqp kkkkk,"['gente', 'vcs', 'fazer', 'pra', 'ficar', 'bonito', 'sério', 'foto', 'porqr', 'fico', 'cara', 'cavalo', 'cansar', 'pqp', 'kkkkk']",0,1,0,0,0,0
bora gente samba crentes quente pode parar vamos divulgar ainda comercial,"['bor', 'gente', 'sambar', 'crente', 'quente', 'poder', 'parar', 'ir', 'divulgar', 'ainda', 'comercial']",0,1,1,0,0,0
ali cima pfv custa,"['ali', 'cima', 'pfv', 'custar']",0,0,0,0,0,0
mandamentos seguindo certo vive bem,"['mandamento', 'seguir', 'certo', 'viver', 'bem']",0,0,0,0,0,0
caralho aguento,"['caralho', 'aguentar']",0,0,0,0,0,0
olhando espelho,"['olhar', 'espelho']",0,0,0,0,0,0
então vai médico ficar doenteee hkkkk fdp,"['então', 'ir', 'médico', 'ficar', 'doenteee', 'hkkkk', 'fdp']",0,0,0,0,0,0
queria solzinho puta dia feio frio porra,"['querer', 'solzinho', 'putar', 'dia', 'feio', 'frio', 'porra']",0,1,1,0,0,0
dois monstros criminosos mataram sangue frio inocente isabella largo fogo inferno espera vcs ninguém escapa justiça pode monstros ainda terem dia livre dia pais pai mae mata criança nunca terao vida,"['dois', 'monstro', 'criminoso', 'matar', 'sangue', 'frio', 'inocente', 'isabellar', 'largo', 'fogo', 'inferno', 'esperar', 'vcs', 'ninguém', 'escapar', 'Justiça', 'poder', 'monstro', 'ainda', 'ter', 'dia', 'livre', 'dia', 'pai', 'pai', 'mae', 'matar', 'crianço', 'nunca', 'terao', 'vido']",0,0,0,0,0,0
campanha tempo todo blogueiro invejoso mula vai continuar preso,"['campanha', 'tempo', 'todo', 'blogueiro', 'invejoso', 'mula', 'ir', 'continuar', 'prender']",0,0,1,0,0,0
lindamente fodido,"['lindamente', 'fodir']",0,1,0,0,0,0
kkkkkkk vsf,"['kkkkkkk', 'vsf']",0,0,0,0,0,0
vai lançar super grupo taemin exo acho nct,"['ir', 'lançar', 'super', 'grupo', 'taemin', 'exo', 'achar', 'nct']",0,0,0,0,0,0
bosta argumentos ainda dão moral pra retardado escreve bbreminusculo,"['bosta', 'argumento', 'ainda', 'dar', 'moral', 'pra', 'retardar', 'escrever', 'bbreminusculo']",0,1,1,0,0,0
porra mdsss,"['porra', 'mdsss']",0,1,0,0,0,0
,[],0,0,0,0,0,0
maior nome badminton brasileiro vem direto favela chacrinha atleta carioca ygor coelho vence canadense brian yan conquista primeiro ouro história brasil badminton ygor apenas anos continua fazendo história,"['grande', 'nome', 'Badminton', 'brasileiro', 'vir', 'direto', 'favor o', 'chacrinha', 'atleta', 'carioca', 'ygor', 'coelho', 'vencer', 'canadense', 'brian', 'yan', 'conquistar', 'primeiro', 'ouro', 'história', 'Brasil', 'Badminton', 'Ygor', 'apenas', 'ano', 'continuar', 'fazer', 'história']",0,0,0,0,0,0
mano pega visão querem merda atrapalhe vida ninguém porra,"['mano', 'pegar', 'visão', 'querer', 'merda', 'atrapalhe', 'vidar', 'ninguém', 'porrar']",0,1,0,0,0,0
insuportável sim vagabunda nunca,"['insuportável', 'sim', 'vagabunda', 'nunca']",0,1,1,0,0,0
porcaria sangue tudo farssa,"['porcar', 'sangue', 'tudo', 'farss']",0,0,1,0,0,0
calculando aqui quanto vou foder fizer nada hibernar dia todo,"['calcular', 'aqui', 'quanto', 'ir', 'foder', 'fizer', 'nada', 'hibernar', 'dia', 'todo']",0,1,1,0,0,0
cara frente enchia porrada,"['carar', 'frente', 'enchio', 'porrar']",0,0,1,0,0,0
shit preciso ajeitar parte plots,"['shitr', 'preciso', 'ajeitar', 'parte', 'plots']",0,0,0,0,0,0
cala boca gabriela vsf gata pra crlh mulher linda naquela escola fica mimi valoriza porra ain cara viu chorar aki beleza ofusca,"['calar', 'bocar', 'gabrielo', 'vsf', 'gata', 'pra', 'crlh', 'mulher', 'lindo', 'em aquele', 'escola', 'ficar', 'mimi', 'valorizar', 'porra', 'ain', 'cara', 'ver', 'chorar', 'aki', 'beleza', 'ofusco']",0,1,0,0,0,0
gravar cpf f谩cilquero ver gravar letra faroeste caboclo completa,"['gravar', 'cpf', 'f谩cilquero', 'ver', 'gravar', 'letra', 'faroeste', 'caboclo', 'completar']",0,0,0,0,0,0
faz porra podcast leva convidados acha bom bro,"['fazer', 'porra', 'podcast', 'levar', 'convidado', 'achar', 'bom', 'bro']",0,1,1,0,0,0
pois aqui lembrando cara pau duda dando risada kkkkkkkk mano,"['pois', 'aqui', 'lembrar', 'cara', 'pau', 'dudar', 'dar', 'risado', 'kkkkkkkk', 'mano']",0,0,0,0,0,0
dinheiro stj mandando pagar pro luladrao vai gastar tudo cachaça velho fdp,"['dinheiro', 'stj', 'mandando', 'pagar', 'pro', 'luladrao', 'ir', 'gastar', 'tudo', 'cachaça', 'velho', 'fdp']",0,0,1,0,0,0
pedir,['pedir'],0,0,0,0,0,0
porra amanhã,"['porra', 'amanhã']",0,1,0,0,0,0
puta pariu nao tava esperando ksso ate nervosa,"['puta', 'parir', 'nao', 'tar', 'esperar', 'ksso', 'ate', 'nervoso']",0,0,0,0,0,0
acho sensual pra caralho melhor amigo maldito sonho daria pra agora arizona favor ppr favor favorja hora amg vai,"['achar', 'sensual', 'pra', 'caralho', 'bom', 'amigo', 'maldito', 'sonho', 'dar', 'pra', 'agora', 'arizonar', 'favor', 'ppr', 'favor', 'favorja', 'hora', 'amg', 'ir']",0,1,0,0,0,0
amo vídeo todas forças,"['amo', 'vídeo', 'todo', 'força']",0,0,0,0,0,0
jurava tava falando santa luzia pprt,"['jurar', 'tar', 'falar', 'santo', 'luzia', 'pprt']",0,0,0,0,0,0
cansou passar raiva veio pra tirar time lama,"['cansar', 'passar', 'raiva', 'vir', 'pra', 'tirar', 'time', 'lama']",0,0,0,0,0,0
pqp segunda vez confundem nome desses vermes,"['pqp', 'segundo', 'vez', 'confundem', 'nome', 'de esse', 'verme']",0,0,1,0,0,0
amém graça salvador jesus cristo senhor exércitos,"['amém', 'graça', 'salvador', 'jesus', 'cristir', 'senhor', 'exército']",0,0,0,0,0,0
amgs ahan toma tdo,"['Amgs', 'ahan', 'tomar', 'tdo']",0,1,1,0,0,0
homem sabe fazer coisa bct n茫o ligo pois fa莽o mesmokkkkk,"['homem', 'saber', 'fazer', 'coisa', 'bct', 'n茫o', 'ligo', 'pois', 'fa莽o', 'mesmokkkkk']",0,0,0,0,0,0
hoje entendo porque twitter tira qualidade foto perfil bonito custo gostar foto coloco perfil perde qualidade foda feio,"['hoje', 'enter', 'porque', 'twitter', 'tir', 'qualidade', 'Foto', 'perfil', 'bonito', 'custer', 'gostar', 'foto', 'coloco', 'perfil', 'perder', 'qualidade', 'foda', 'feio']",0,0,0,0,0,0
acordei parece passou caminhão mim pqp,"['acordar', 'parecer', 'passar', 'caminhão', 'eu', 'pqp']",0,0,0,0,0,0
vou matar erick fica fazendo porra olho manda foto cacete kkkkkkkk,"['ir', 'matar', 'erick', 'ficar', 'fazer', 'porra', 'olho', 'mandar', 'foto', 'cacete', 'kkkkkkkk']",0,1,1,0,0,0
adidas lixo faz uniforme maneiro pra europeu aqui caga faz qualquer jeito,"['adir', 'lixo', 'fazer', 'uniforme', 'maneiro', 'pra', 'europeu', 'aqui', 'cagar', 'fazer', 'qualquer', 'jeito']",0,0,1,0,0,0
odeio amigos devem,"['odeio', 'amigo', 'dever']",0,0,0,0,0,0
preparando psicologicamente msg arthur dizendo morgou role,"['preparar', 'psicologicamente', 'msg', 'arthur', 'dizer', 'morgar', 'role']",0,0,1,0,0,0
adoro chateado saída cara vacilou grandão infelizmente vezes aprender próprios erros verdade cabeçadas vida volta cima mostre pessoas outro pensamento pensou hora falar merda,"['adoro', 'chatear', 'saída', 'cara', 'vacilar', 'grandão', 'infelizmente', 'vez', 'aprender', 'próprio', 'erro', 'verdade', 'cabeçadas', 'vida', 'voltar', 'cima', 'mostre', 'pessoa', 'outro', 'pensamento', 'pensar', 'hora', 'falar', 'merdo']",0,0,1,0,0,0
parte burguesinha ainda nao realidade,"['parte', 'burguesinho', 'ainda', 'nao', 'realidade']",0,0,0,0,0,0
sulista odiar sulista reparação histórica,"['sulista', 'odiar', 'sulista', 'reparação', 'histórico']",0,0,0,0,0,1
ana dona maria fragas alzheimer ama volei ser脕 nao pode fazer v铆deo segundos mandando beij茫o pra,"['ana', 'donar', 'Maria', 'fraga', 'alzheimer', 'amar', 'volei', 'ser脕', 'nao', 'poder', 'fazer', 'v铆deo', 'segunr', 'mandar', 'beij茫o', 'pra']",0,0,0,0,0,0
arruma nada guerra falida legalização questão tempo pau gosta,"['arrumar', 'nada', 'guerro', 'faler', 'legalização', 'questão', 'tempo', 'pau', 'gostar']",0,1,1,0,0,0
puts tia começou gritar comigo aqui igual retardada vontade gritar volta fiz melhor fiquei quieta deixei gritar sozinha igual doida,"['puts', 'tia', 'começar', 'gritar', 'comigo', 'aqui', 'igual', 'retardada', 'vontade', 'gritar', 'volta', 'fiz', 'bom', 'fiquei', 'quieta', 'deixeir', 'gritar', 'sozinha', 'igual', 'doer']",0,0,1,0,0,0
cara vergonha pior votei nesse poste prefeito graças deus pea governador nao desprazer,"['car', 'vergonha', 'mau', 'votar', 'em esse', 'poste', 'prefeito', 'graças', 'Deus', 'pea', 'governador', 'nao', 'desprazer']",0,0,1,0,0,0
escurinho cinema duo,"['escurinho', 'cinema', 'duo']",0,0,0,0,0,0
gente sério hoje levantei meio burro,"['gente', 'sério', 'hoje', 'levantar', 'meio', 'burro']",0,0,0,0,0,0
apoiadores cara nunca fez porra nenhuma,"['apoiador', 'cara', 'nunca', 'fazer', 'porra', 'nenhum']",0,0,1,0,0,0
nesse lol feios cafonas,"['em esse', 'lol', 'feio', 'cafona']",0,0,1,0,0,0
vamos colocar pra fuder bandidos stf senado,"['ir', 'colocar', 'pra', 'fuder', 'bandido', 'stf', 'senar']",0,1,1,0,0,0
mds thiddles fariam casalzão porra,"['Mds', 'thiddle', 'farer', 'casalzão', 'porra']",0,1,0,0,0,0
saber filipe luís pode jogar libertadores fico todo feliz,"['saber', 'Filipe', 'Luís', 'poder', 'jogar', 'libertador', 'fico', 'todo', 'feliz']",0,0,0,0,0,0
primeira impressão deus linda nível proximidade gosto sim considero porto seguro onde conheci aniversário pra honesto amo caralho amor vida agradecer,"['primeiro', 'impressão', 'deus', 'linda', 'nível', 'proximidade', 'gostar', 'sim', 'considero', 'Porto', 'seguro', 'onde', 'conheci', 'aniversário', 'pra', 'honesto', 'amo', 'caralho', 'amor', 'vida', 'agradecer']",0,0,0,0,0,0
caralho vem pra mantena vez ano pra ficar casal mano assim ajuda kkk,"['caralho', 'vir', 'pra', 'mantena', 'vez', 'ano', 'pra', 'ficar', 'casal', 'mano', 'assim', 'ajudar', 'kkk']",0,1,0,0,0,0
cade poc disse mara faz nada cadê cadê poc lazarenta,"['cade', 'poc', 'dizer', 'mar', 'fazer', 'nada', 'cadê', 'cadê', 'poc', 'lazarentar']",1,0,1,0,0,0
n脙o vale mentir boa sei nome n脙o n茫o responde emoji mando,"['n脙o', 'valer', 'mentir', 'bom', 'saber', 'nome', 'n脙o', 'n茫o', 'responder', 'emoji', 'mar']",0,0,0,0,0,0
conversar afastar logo presidente vagabundo,"['conversar', 'afastar', 'logo', 'presidente', 'vagabur']",0,0,1,0,0,0
olhaaa apareceu lindo paulinha fab,"['olhaaa', 'aparecer', 'lir', 'paulinha', 'fab']",0,0,0,0,0,0
caralho poço vacilo,"['caralho', 'poço', 'vacilo']",0,0,0,0,0,0
ajudar muie mano,"['ajudar', 'muie', 'mano']",0,0,0,0,0,0
mto fácil bicho sherk verde sherk humano rosa,"['mto', 'fácil', 'bicho', 'sherk', 'verde', 'sherk', 'humano', 'Rosa']",0,0,0,0,0,0
disse surpreendê espero positivamente,"['dizer', 'surpreendê', 'esperar', 'positivamente']",0,0,0,0,0,0
refrigerante,['refrigerante'],0,0,0,0,0,1
argumento desse cara ridículo sabe fala,"['argumento', 'de esse', 'cara', 'ridículo', 'saber', 'falar']",0,0,1,0,0,0
pegando ranço tanta gnt pqp,"['pegar', 'ranço', 'tanto', 'gnt', 'pqp']",0,1,0,0,0,0
alguém traduz pra mim,"['alguém', 'traduzir', 'pra', 'eu']",0,0,0,0,0,0
bem genialidade desses casos basicamente funciona cabeça trocaria nada,"['bem', 'genialidade', 'de esse', 'caso', 'basicamente', 'funcionar', 'cabeça', 'trocar', 'nada']",0,0,0,0,0,0
cheia amigos porcarias desse post continue assim hahaha,"['cheio', 'amigo', 'porcaria', 'de esse', 'post', 'continuar', 'assim', 'hahaho']",0,0,0,0,0,0
confio quase ninguém mano então nao decepcione pprt,"['confio', 'quase', 'ninguém', 'mano', 'então', 'nao', 'decepcione', 'pprt']",0,0,0,0,0,0
fala amigo lixo insiste manter amizade,"['falar', 'amigo', 'lixo', 'insistir', 'manter', 'amizade']",0,0,0,0,0,0
mano sulistas gata mongolóide,"['mano', 'sulista', 'gata', 'mongolóide']",0,0,1,0,1,1
morrendo dor porra desce jeito nenhum sofro,"['morrer', 'dor', 'porra', 'descer', 'jeito', 'nenhum', 'sofro']",0,1,0,0,0,0
bobeira menina quase reprovou periodo criou insta curso nego marola porra blogueirinha,"['bobeiro', 'Menina', 'quase', 'reprovar', 'periodo', 'criar', 'insta', 'curso', 'nego', 'marola', 'porra', 'blogueirinho']",0,0,0,0,0,0
vezes pessoas deixam escapar pessoas nesse caso sorte vidas motivos idiotas caso,"['vez', 'pessoa', 'deixar', 'escapar', 'pessoa', 'em esse', 'caso', 'sorte', 'vir', 'motivo', 'idiota', 'caso']",0,0,1,0,0,0
acordei agora seguinte gelada ainda kkkkkkkkkkkkkkkk entendendo nada kkkkk quero coca vamo dale caralho,"['acordar', 'agora', 'seguinte', 'gelar', 'ainda', 'kkkkkkkkkkkkkkkk', 'entender', 'nada', 'kkkkk', 'quero', 'cocar', 'vamo', 'dale', 'caralho']",0,1,0,0,0,0
vagabundo cento deixa vira puta,"['vagabur', 'cento', 'deixar', 'vira', 'puto']",0,1,1,0,1,0
extresse palavrão affs,"['extrer', 'palavrão', 'aff']",0,0,1,0,0,0
burguer lixo mal nojentos,"['burguer', 'lixo', 'mal', 'nojento']",0,0,1,0,0,0
dedo quente nesse gelado kkk rachei,"['dedo', 'quente', 'em esse', 'gelado', 'kkk', 'rachar']",0,1,1,0,0,0
preocupem frio folclore encher vinho esquenta,"['preocuper', 'frio', 'folclore', 'encher', 'vinho', 'esquentar']",0,1,1,0,0,0
entende loco vsf,"['entender', 'loco', 'vsf']",0,1,1,0,0,0
carai lindaaaa,"['carair', 'lindaaaa']",0,1,0,0,0,0
respeita pépé filho puta primeiro jogo contra vcs faz gol duas assistência,"['respeitar', 'pépé', 'filho', 'putar', 'primeiro', 'jogo', 'contra', 'vcs', 'fazer', 'gol', 'dois', 'assistência']",0,0,1,0,0,0
senhora representa perfeitamente hipocrisia reinante neste país atulhada merda nariz tudo rodeia lixo casa outros,"['senhora', 'representar', 'perfeitamente', 'hipocrisio', 'reinante', 'em este', 'país', 'atulhar', 'merda', 'nariz', 'tudo', 'rodear', 'lixo', 'casa', 'outro']",0,1,1,0,0,0
tremo dor feliz porra menos gravida nao tomas transo,"['tremo', 'dor', 'feliz', 'porrar', 'menos', 'gravir', 'nao', 'toma', 'transo']",0,0,0,0,0,0
então amigaeu sento fundo cimamesmo assim horas pra conseguir tweetar alguma coisa entrar google simplesmente mandar zap zappersoneu sofro cada aula lixo obrigada assistir pois pega,"['então', 'amigaeu', 'sento', 'fundo', 'cimamesmo', 'assim', 'hora', 'pra', 'conseguir', 'tweetar', 'algum', 'coisa', 'entrar', 'google', 'simplesmente', 'mandar', 'zap', 'zappersoneu', 'sofro', 'cada', 'aula', 'lixo', 'obrigado', 'assistir', 'pois', 'pegar']",0,0,0,0,0,0
capaz sair soco fala mulher maravilhosa feia,"['capaz', 'sair', 'soco', 'falar', 'mulher', 'maravilhoso', 'feio']",0,0,0,0,0,0
geovanna alvarez gatinha andar mão dadas qualquer lugar linda rosto cabelos lisos jeito delicado corpo lindo natural,"['Geovanna', 'alvarezr', 'gatinha', 'andar', 'mão', 'dar', 'qualquer', 'lugar', 'linda', 'rosto', 'cabelo', 'liso', 'jeito', 'delicar', 'corpo', 'lir', 'natural']",0,0,0,0,0,0
mil desculpas recente decepção crepúsculo sósia eduard,"['mil', 'desculpa', 'recente', 'decepção', 'Crepúsculo', 'sósia', 'eduard']",0,0,0,0,0,0
levando farra bndes,"['levar', 'farra', 'bnde']",0,0,0,0,0,0
muitos anos cheguei 鈥渃erta idade鈥,"['muito', 'ano', 'cheguei', '鈥渃erta', 'idade鈥']",0,0,0,0,0,0
cala boca gripe sabonete bandeja ridícula meio metro palhaça macaca sjajahjasjjss,"['calar', 'bocar', 'gripe', 'sabonete', 'Bandeja', 'ridícula', 'Meio', 'Metro', 'palhaça', 'macaca', 'sjajahjasjjss']",0,1,1,1,1,0
kkkk todo dia leonardo esquecendo tomou remédio tomando novo passando maleu ainda mata algum dia,"['kkkk', 'todo', 'dia', 'leonardo', 'esquecer', 'tomar', 'remédio', 'tomar', 'novo', 'passar', 'maler', 'ainda', 'matar', 'algum', 'dia']",0,0,0,0,0,0
porra fazer whats consigo entrar,"['porra', 'fazer', 'whats', 'consigo', 'entrar']",0,1,0,0,0,0
preso continua matando impunidade,"['prender', 'continuar', 'matar', 'impunidade']",0,0,0,0,0,0
porra chovendo caroçada caralho veio fazer rua deus tanto pergunta preço leva nada,"['porra', 'chover', 'caroçar', 'caralho', 'vir', 'fazer', 'rua', 'Deus', 'tanto', 'perguntar', 'preço', 'levar', 'nada']",0,1,1,0,0,0
mando print pra namorada,"['mar', 'print', 'pra', 'namorar']",0,0,0,0,0,0
feio vai pro trevas tbm kkkkk,"['feio', 'ir', 'pro', 'treva', 'tbm', 'kkkkk']",0,1,1,0,0,0
caralho geral apaixonado fudeu pra tropa toda,"['caralho', 'geral', 'apaixonar', 'fuder', 'pra', 'tropa', 'todo']",0,1,0,0,0,0
real,['Real'],0,0,0,0,0,0
detesto pais mente fechada filhos maior idade proibindo fazer coisas simples furo nariz apenas gente fala sério furo nariz pqp,"['detesto', 'pais', 'mente', 'fechar', 'filho', 'grande', 'idade', 'proibir', 'fazer', 'coisa', 'simples', 'furo', 'nariz', 'apenas', 'gente', 'falar', 'sério', 'furo', 'nariz', 'pqp']",0,1,0,0,0,0
vcs destruí família tradicional rlx julgamento pai pior,"['vcs', 'destruí', 'família', 'tradicional', 'rlx', 'julgamento', 'pai', 'mau']",0,0,0,0,0,0
sendo totalmente egoísta comercial chega dar nojo chega falar,"['ser', 'totalmente', 'egoísta', 'comercial', 'chegar', 'dar', 'nojo', 'chegar', 'falar']",0,0,0,0,0,0
resfriada viado kkkkk,"['resfriar', 'viar', 'kkkkk']",1,0,1,0,0,0
tava tão feliz sexta lembrar aula sábado sofro,"['tar', 'tão', 'feliz', 'sexta', 'lembrar', 'aula', 'sábar', 'sofro']",0,0,0,0,0,0
pode acontecer cara cara amor própria filha enquanto uns queriam ter filho querias filhos volta filha puta faz criança morrer cadeia criança inocente cara odiooooo tão grande,"['poder', 'acontecer', 'cara', 'car', 'amor', 'próprio', 'filha', 'enquanto', 'um', 'querer', 'ter', 'filho', 'queria', 'filho', 'voltar', 'filha', 'puto', 'fazer', 'criança', 'morrer', 'cadeia', 'criançar', 'inocente', 'car', 'odiooooo', 'tão', 'grande']",0,1,1,0,0,0
comunista falando dividir povo kkk piada,"['comunista', 'falar', 'dividir', 'povo', 'kkk', 'piar']",0,0,0,0,0,0
vai perfeita espero,"['ir', 'perfeita', 'esperar']",0,0,0,0,0,0
terr铆vel,['terr铆vel'],0,0,0,0,0,0
fico tao frustrada comigo mesma nao conseguir ficar puta pessoa fala mal mim entendo fazer nao consigo ficar brava,"['fico', 'tao', 'frustrar', 'comigo', 'mesmo', 'nao', 'conseguir', 'ficar', 'puta', 'pessoa', 'falar', 'mal', 'eu', 'entendo', 'fazer', 'nao', 'consigo', 'ficar', 'brar']",0,1,1,0,0,0
caralho graça ontem,"['caralho', 'Graça', 'ontem']",0,1,0,0,0,0
papo vacilar vou entender legal n茫o,"['papo', 'vacilar', 'ir', 'entender', 'legal', 'n茫o']",0,0,0,0,0,0
sustenta todas tretas aqui maluca louca noção acabando carreira mulher,"['sustentar', 'todo', 'treta', 'aqui', 'maluco', 'louco', 'noção', 'acabar', 'carreira', 'mulher']",0,0,1,0,0,0
polso ainda poooolsa,"['polso', 'ainda', 'poooolso']",0,0,0,0,0,0
aquecimento global 馃毇diga n脙o鈿狅笍 鈾伙笍fa脟a algo鉁,"['aquecimento', 'global', '馃毇diga', 'n脙o鈿狅笍', '鈾伙笍fa脟a', 'algo鉁']",0,0,0,0,0,0
desgraça viu,"['desgraça', 'ver']",0,0,0,0,0,0
pau pequeno consciencia classe grande,"['pau', 'pequeno', 'consciencio', 'classe', 'grande']",0,1,0,0,0,0
vtnc internet lixo acabou,"['vtnc', 'Internet', 'lixo', 'acabar']",0,0,0,0,0,0
guerra ucrânia desejo vingança populista lula efeito desmascarar inteligentinhos plantão esquerda bem bando canalhas corruptos gente,"['guerra', 'ucrânio', 'desejo', 'vingança', 'populista', 'lula', 'efeito', 'desmascarar', 'inteligentinho', 'plantar', 'esquerdar', 'bem', 'bar', 'canalha', 'corrupto', 'gente']",0,1,1,0,0,0
